record_id,title,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT,asreview_prior,exported_notes_1,included,asreview_ranking
128,Residual toxicity of selected insecticides on Aphis gossypii and their safety limits on honeybees,JOUR,"['Khamis, W.M.', 'Abdel-Hameed, K.M.A.', 'El-Sabrout, A.M.']",Acta Phytopathologica et Entomologica Hungarica,"Evaluation studies were carried out to simulate realistic field exposures of sulfoxaflor and flonicamid against Aphis gossypii at foraging time of Apis mellifera. Semi-field trials of field rates of sulfoxaflor and flonicamid against A. gossypii laboratory strain at 48 h of exposure had equipollent overall mean of mortality of 62.50 and 63.50%, respectively in season of 2020, likewise 60.50 and 62.50%, respectively in season of 2021. Lethal time values (LT1) had ranges of 51.33–32.46 days for sulfoxaflor and 49.00–39.55 days for flonicamid. Laboratory trials on foraging honeybees (∼21 days old) at 5 h of exposure showed an excellence for sulfoxaflor (5.00%) in overall mean of mortality compared to flonicamid (2.75%) in season of 2020. Likewise, sulfoxaflor (4.75%) surpassed flonicamid (2.75%) in season of 2021. The highest LT1s on honeybees for sulfoxaflor and flonicamid reached 27.45 and 10.94 days, respectively. International Organization for Biological Control classified both insecticides to be harmless on honeybees. Survival foraging bees exposed to LD50s of the tested insecticides had malformed digestive tracts gradually vanished along week of exposure. Suggestions for foliar spray stoppages prior to flowering period were mentioned for both insecticides. © 2021 Akadémiai Kiadó, Budapest",2021,10.1556/038.2021.00127,56,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,40
32,Effect of sub-lethal doses of thiamethoxam on the memory of Apis mellifera Linnaeus,JOUR,"['Karedla, A.K.', 'Choudhary, A.', 'Singh, J.', 'Chhuneja, P.K.']",Current Science,"Honey bees forage owing to their remarkable ability to learn and memorize their cues. The effect of thiame-thoxam on the memory of bees was studied through the proboscis extension reflex (PER). The bees that consu-med higher doses of thiamethoxam (0.93–5.76 ng bee–1) showed lesser sensitivity to sucrose than those that con-sumed lower doses (0.03–0.64 ng bee–1). Bees sensitivity was least affected at the highest sucrose concentration (50% w/v). PER in trained and treated bees recorded after 2 and 24 h of consuming the various doses of thia-methoxam showed a significant reduction in memory (13.3–82.2% and 0.00–68.9% respectively). Field-level studies are required to validate the results and formulate strategies at the national level for safeguarding the bees © 2023,Current Science. All Rights Reserved.",2023,10.18520/cs/v124/i4/451-456,124,,0,0.0,,0.0,,,,,,,,0.0,0.0,,0,,1,41
43,Effects of sublethal doses of thiacloprid and its formulation Calypso® on the learning and memory performance of honey bees,JOUR,"['Tison, L.', 'Holtz, S.', 'Adeoye, A.', 'Kalkan, Ö.', 'Irmisch, N.S.', 'Lehmann, N.', 'Menzel, R.']",Journal of Experimental Biology,"Learning and memory play a central role in the behavior and communication of foraging bees. We have previously shown that chronic uptake of the neonicotinoid thiacloprid affects the behavior of honey bees in the field. Foraging behavior, homing success, navigation performance and social communication were impaired. Thiacloprid collected at a feeding site at low doses accumulates in foragers over time. Here, we applied a laboratory standard procedure (the proboscis-extension response conditioning) in order to assess which processes, acquisition, memory consolidation and/or memory retrieval were compromised after bees were fed either with thiacloprid or the formulation of thiacloprid named Calypso® at different sublethal doses. Extinction and generalization tests allowed us to investigate whether bees respond to a learned stimulus, and how selectively. We showed that thiacloprid, as active substance and as formulation, poses a substantial risk to honey bees by disrupting learning and memory functions. These data support and specify the data collected in the field. © 2017, Company of Biologists Ltd. All rights reserved.",2017,10.1242/jeb.154518,220,,0,,,,,,,,0.0,,,,,,0,,1,42
14,Bergamot Polyphenolic Fraction for the Control of Flupyradifurone-Induced Poisoning in Honeybees,JOUR,"['Bava, R.', 'Lupia, C.', 'Castagna, F.', 'Ruga, S.', 'Nucera, S.', 'Caminiti, R.', 'Bulotta, R.M.', 'Naccari, C.', 'Carresi, C.', 'Musolino, V.', 'Statti, G.', 'Britti, D.', 'Mollace, V.', 'Palma, E.']",Animals,"Flupyradifurone (FLU) is a butenolide insecticide that has come onto the market relatively recently. It is used in agriculture to control aphids, psyllids, and whiteflies. Toxicity studies have decreed its low toxicity to honeybees. However, recent research has challenged these claims; oral exposure to the pesticide can lead to behavioral abnormalities and in the worst cases, lethal phenomena. Compounds with antioxidant activity, such as flavonoids and polyphenols, have been shown to protect against the toxic effects of pesticides. The aim of this research was to evaluate the possible protective effect of the bergamot polyphenolic fraction (BPF) against behavioral abnormalities and lethality induced by toxic doses of FLU orally administered to honeybees under laboratory conditions. Honeybees were assigned to experimental groups in which two toxic doses of FLU, 50 mg/L and 100 mg/L were administered. In other replicates, three doses (1, 2 and 5 mg/kg) of the bergamot polyphenolic fraction (BPF) were added to the above toxic doses. In the experimental groups intoxicated with FLU at the highest dose tested, all caged subjects (20 individuals) died within the second day of administration. The survival probability of the groups to which the BPF was added was compared to that of the groups to which only the toxic doses of FLU were administered. The mortality rate in the BPF groups was statistically lower (p < 0.05) than in the intoxicated groups; in addition, a lower percentage of individuals exhibited behavioral abnormalities. According to this research, the ingestion of the BPF attenuates the harmful effects of FLU. Further studies are needed before proposing BPF incorporation into the honeybees’ diet, but there already seem to be beneficial effects associated with its intake. © 2024 by the authors.",2024,10.3390/ani14040608,14,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0,,1,43
175,Thiacloprid-Nosema ceranae interactions in honey bees: Host survivorship but not parasite reproduction is dependent on pesticide dose,JOUR,"['Retschnig, G.', 'Neumann, P.', 'Williams, G.R.']",Journal of Invertebrate Pathology,"Interactions between stressors contribute to the recently reported increase in losses of honey bee colonies. Here we demonstrated that a synergistic effect on mortality by the low toxic, commonly used neonicotinoid thiacloprid and the nearly ubiquitous gut parasite Nosemaceranae is dependent on the pesticide dose. Furthermore, thiacloprid had a negative influence on N.ceranae reproduction. Our results highlight that interactions among honey bee health stressors can be dynamic and should be studied across a broader range of combinations. © 2014 Elsevier Inc.",2014,10.1016/j.jip.2014.02.008,118,,0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0,,1,44
179,Toxicity of anthranilamides used in cucurbit cultivation on Apis mellifera,JOUR,"['da Costa, E.M.', 'de Barros, C.H.P.', 'Silva, K.O.', 'Mendonça, A.J.T.', 'Cardoso, T.A.L.', 'Bezerra, C.E.S.', 'Araujo, E.L.']",Comunicata Scientiae,"This study aimed to evaluate the toxicity of insecticides belonging to the chemical group Anthranilamide on Apis mellifera. Toxicity was evaluated in the two experiments, which corresponded to two exposure modes: direct spraying of the products on the bees and ingestion of a contaminated diet. The two bioassays were performed in a completely randomized design composed of eight treatments (absolute control – distilled water; positive control: Thiamethoxam at 0.03 and 0.3 g.a.i. L-1; Chlorantraniliprole: 0.015 g.a.i. L-1; Cyantraniliprole: 0.05 and 0.1 g.a.i. L-1; Chlorantraniliprole + Abamectin: 0.027+0.0108 g.a.i. L-1 and 0.045+0.018 g.a.i. L-1), with 10 replications each. Via exposure through direct spraying, the insecticide Chlorantraniliprole + Abamectin, regardless of the dose used, caused 100% bee mortality, showing a TL50 of 10.05h and 8.36h for the minimum and maximum doses, respectively. The insecticide Cyantraniliprole caused the death of 33.1% and 44.9% of the bees, respectively at the minimum and maximum doses, with a TL50 of 87.79 h for the two doses. The insecticide Chlorantraniliprole showed the lowest mortality rate, 24.7%, with a TL50 of 118.88h. Via ingestion of a contaminated diet, the insecticide Chlorantraniliprole + Abamectin caused 100% mortality and showed a TL50 of 27.83h and 24.01h at the minimum and maximum doses, respectively. The insecticide Cyantraniliprole caused the death of 67.6% and 68.1% of bees at the minimum and maximum doses, respectively, with a TL50 of 58.63 h for the two doses. Chlorantraniliprole shows the lowest mortality rate, 48.1%, and a TL50 of 79.68h. © 2024 Federal University ofPiauI. All rights reserved.",2024,10.14295/CS.v15.4075,15,,0,,0.0,0.0,,0.0,,,0.0,,,,,,0,,1,45
151,Sublethal neonicotinoid exposure attenuates the effects of electromagnetic fields on honey bee flight and learning,JOUR,"['Shepherd, S.', 'Lima, M.A.P.', 'Oliveira, E.E.', 'Sharkh, S.M.', 'Aonuma, H.', 'Jackson, C.W.', 'Newland, P.L.']",Environmental Advances,"Many environmental stressors are currently implicated in the decline of flying insects in general, and important pollinator species such as the honey bee. Recent studies have shown that extremely low frequency electromagnetic fields (ELF EMFs) affect many aspects of insect behaviour and cognition which raises the potential that ELF EMFs could interact with other environmental stressors such as neonicotinoid insecticides to have even greater impact on the decline of flying insects. Here we analysed the effects of individual and combined exposure of the honey bee to 50 Hz EMFs and sublethal exposure to clothianidin, in a tethered flight assay and an olfactory appetitive learning assay. Clothianidin was significantly toxic to bees and exposure to field-realistic levels (2.00 ng/bee) led to 25% mortality. Exposure to ELF EMFs alone led to a significant increase in wingbeat frequency at levels above 100 µT. Prior exposure to clothianidin attenuated the effects of EMFs on wingbeat frequency. Exposure to EMFs alone reduced learning of a proboscis extension reflex (PER). Prior exposure to low doses of clothianidin attenuated the effects of EMFs on PER. These results indicate no evidence of synergy between clothianidin and ELF EMFs as environmental stressors but suggest the potential for EMFs to affect the same susceptible fraction of the bee population that have been affected by clothianidin. Results lay the foundation to further explore the interactions of ELF EMFs with other environmental stressors and consider the key factors that may make bees susceptible to ELF EMFs. © 2021",2021,10.1016/j.envadv.2021.100051,4,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0,,1,46
160,The combined effects of varroa destructor parasitism and exposure to neonicotinoids affects honey bee (Apis mellifera l.) memory and gene expression,JOUR,"['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",Biology,"Honey bees (Apis mellifera L.) are exposed biotic and abiotic stressors but little is known about their combined effect and impact on neural processes such as learning and memory, which could affect behaviours that are important for individual and colony survival. This study measured memory with the proboscis extension response (PER) assay as well as the expression of neural genes in bees chronically exposed to three different sublethal doses of the insecticide clothianidin and/or the parasitic mite Varroa destructor. The proportion of bees that positively responded to PER at 24 and 48 h post-training (hpt) was significantly reduced when exposed to clothianidin. V. destructor parasitism reduced the proportion of bees that responded to PER at 48 hpt. Combined effects between the lowest clothianidin dose and V. destructor for the proportion of bees that responded to PER were found at 24 hpt. Clothianidin, V. destructor and their combination differentially affected the expression of the neural-related genes, AmNrx-1 (neurexin), AmNlg-1 (neuroligin), and AmAChE-2 (acetylcholinesterase). Different doses of clothianidin down-regulated or up-regulated the genes, whereas V. destructor tended to have a down-regulatory effect. It appears that clothianidin and V. destructor affected neural processes in honey bees through different mechanisms. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,10.3390/biology9090237,9,,0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0,,1,47
161,The direct and indirect effects of environmental toxicants on the health of bumblebees and their microbiomes,JOUR,"['Rothman, JA', 'Russell, KA', 'Leger, L', 'McFrederick, QS', 'Graystock, P']",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Bumblebees (Bombus spp.) are important and widespread insect pollinators, but the act of foraging on flowers can expose them to harmful pesticides and chemicals such as oxidizers and heavy metals. How these compounds directly influence bee survival and indirectly affect bee health via the gut microbiome is largely unknown. As toxicants in floral nectar and pollen take many forms, we explored the genomes of bee-associated microbes for their potential to detoxify cadmium, copper, selenate, the neonicotinoid pesticide imidacloprid, and hydrogen peroxide-which have all been identified in floral nectar and pollen. We then exposed Bombus impatiens workers to varying concentrations of these chemicals via their diet and assayed direct effects on bee survival. Using field-realistic doses, we further explored the indirect effects on bee microbiomes. We found multiple putative genes in core gut microbes that may aid in detoxifying harmful chemicals. We also found that while the chemicals are largely toxic at levels within and above field-realistic concentrations, the field-realistic concentrations-except for imidacloprid-altered the composition of the bee microbiome, potentially causing gut dysbiosis. Overall, our study shows that chemicals found in floral nectar and pollen can cause bee mortality, and likely have indirect, deleterious effects on bee health via their influence on the bee microbiome.",2020,10.1098/rspb.2020.0980,287,,0,0.0,,,,0.0,,,,,,0.0,,,0,,1,48
102,Neonicotinoids and ectoparasitic mites synergistically impact honeybees,JOUR,"['Straub, L.', 'Williams, G.R.', 'Vidondo, B.', 'Khongphinitbunjong, K.', 'Retschnig, G.', 'Schneeberger, A.', 'Chantawannakul, P.', 'Dietemann, V.', 'Neumann, P.']",Scientific Reports,"The Western honeybee, Apis mellifera, is the most important managed pollinator globally and has recently experienced unsustainably high colony losses. Synergistic interactions among stressors are believed to be primarily responsible. However, despite clear evidence of strong effect on honeybee longevity of widely-employed neonicotinoid insecticides and of the ubiquitous ectoparasitic mite Varroa destructor, no data exist to show synergistic effects between these two stressors. Even though neonicotinoids had no significant impact by themselves, we here show for the first time a synergistic time-lag interaction between mites and neonicotinoids that resulted in significantly reduced survival of long-lived winter honeybees. Even though these mites are potent vectors of viruses, the virus-insecticide interaction had no significant impact. The data suggest a previously overlooked mechanism possibly explaining recent unsustainably high losses of managed A. mellifera honeybee colonies in many regions of the world. Future mitigation efforts should concentrate on developing sustainable agro-ecosystem management schemes that incorporate reduced use of neonicotinoids and sustainable solutions for V. destructor mites. © 2019, The Author(s).",2019,10.1038/s41598-019-44207-1,9,,0,,0.0,,,0.0,,,,,,,,,0,,1,49
71,Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin,JOUR,"['Brandt, A.', 'Grikscheit, K.', 'Siede, R.', 'Grosse, R.', 'Meixner, M.D.', 'Büchler, R.']",Scientific Reports,"Queen health is crucial to colony survival of honeybees, since reproduction and colony growth rely solely on the queen. Queen failure is considered a relevant cause of colony losses, yet few data exist concerning effects of environmental stressors on queens. Here we demonstrate for the first time that exposure to field-realistic concentrations of neonicotinoid pesticides can severely affect the immunocompetence of queens of western honeybees (Apis mellifera L.). In young queens exposed to thiacloprid (200 μg/l or 2000 μg/l) or clothianidin (10 μg/l or 50 μg/l), the total hemocyte number and the proportion of active, differentiated hemocytes was significantly reduced. Moreover, functional aspects of the immune defence namely the wound healing/melanisation response, as well as the antimicrobial activity of the hemolymph were impaired. Our results demonstrate that neonicotinoid insecticides can negatively affect the immunocompetence of queens, possibly leading to an impaired disease resistance capacity. © 2017 The Author(s).",2017,10.1038/s41598-017-04734-1,7,,0,,0.0,,0.0,,,,0.0,,,,,,0,,1,50
155,THE IMPACT OF HONEYBEE GUT BACTERIA ON THE SURVIVAL OF HONEYBEES EXPOSED TO INSECTICIDES,JOUR,"['Al-Humayd, A.A.', 'Alghamdi, K.M.', 'Mahyoub, J.A.', 'Al-Maaqar, S.M.', 'Alshammari, F.A.', 'Hussain, M.B.', 'AL-Farga, A.', 'Howladar, S.M.', 'Rebezov, M.', 'Okhramenko, S.', 'Moiseev, V.', 'Kian, S.', 'Shariati, M.A.']","Journal of Microbiology, Biotechnology and Food Sciences","The widespread use of insecticides poses a significant threat to the health and sustainability of honeybees (Apis mellifera). This study aimed to isolate, identify, and investigate the potential of honeybee gut bacterial strains in mitigating the detrimental effects of insecticides on honeybees and extending their lifespan. The efficacy of seven honeybee gut bacterial strains in reducing insecticide toxicity was evaluated. Through the identification of honeybee gut bacterial isolates using 16s rRNA, seven strains were identified, namely Priestia endophytica, Bacillus subtilis, Bacillus pumilus, Peribacillus frigoritolerans, B. subtilis, Bacillus pumilus, and Bacillus tequilensis. The experimental results revealed that bees treated with these gut bacteria significantly reduced oxidative stress markers and detoxification enzyme levels compared to untreated bees. Moreover, the treated bees demonstrated enhanced immune responses. The bees treated with deltamethrin + intestinal bacteria showed an increase in bees’ lifespan to 6.33 days compared to a lifespan of 4 days with deltamethrin only. Similarly, bees treated with acetamiprid intestinal bacteria had further extended to 10.33 days compared to a lifespan of 7.67 days with acetamiprid. These findings suggest that using honeybee gut bacterial strains may serve as a sustainable strategy to mitigate the harmful impacts of insecticides on honeybees, thereby promoting their overall health and contributing to the preservation of pollination services and apiculture. Further research is warranted to elucidate the underlying mechanisms and optimize the application of these natural products in honeybee management practices. © (2024), (Slovak University of Agriculture). All rights reserved.",2024,10.55251/jmbfs.11870,14,,0,,0.0,,,0.0,,,0.0,,,,,,0,,1,51
41,Effects of residual doses of neonicotinoid (imidacloprid) on metabolic rate of queen honey bees Apis mellifera (Hymenoptera: Apidae),JOUR,"['Vergara-Amado, J.', 'Manzi, C.', 'Franco, L.M.', 'Contecha, S.C.', 'Marquez, S.J.', 'Solano-Iguaran, J.J.', 'Haro, R.E.', 'Silva, A.X.']",Apidologie,"Bees are key regulators in the maintenance of global biodiversity and food security. Overwhelming evidence has shown elevated colony losses for honey bees and a decrease in the abundance of other pollinators. Insecticides of the neonicotinoid type have been associated with these losses, but few studies have explored how residual exposure doses affect the queen’s energy metabolism. Here, we studied how a residual dose of neonicotinoid (imidacloprid), combined with reproductive status (virgin and inseminated) affects honey bee queen’s metabolism. We conducted the same experiment in two geographical locations (Chile and Colombia) and found a strong reduction of standard metabolic rate (SMR) in insecticide-treated queens (Chilean queen bees 11.3% reduction in watt output; Colombian queen bees 11.7% reduction in watt output). No effects were found when comparing reproductive condition on SMR. We will highlight the possible consequences of a weak honey bee queen’s performance on colony stability. © 2020, INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature.",2020,10.1007/s13592-020-00787-w,51,,0,0.0,,0.0,0.0,,,,,,,0.0,,,0,,1,52
130,Resistance and Vulnerability of Honeybee (Apis mellifera) Gut Bacteria to Commonly Used Pesticides,JOUR,"['Cuesta-Maté, A.', 'Renelies-Hamilton, J.', 'Kryger, P.', 'Jensen, A.B.', 'Sinotte, V.M.', 'Poulsen, M.']",Frontiers in Microbiology,"Agricultural and apicultural practices expose honeybees to a range of pesticides that have the potential to negatively affect their physiology, neurobiology, and behavior. Accumulating evidence suggests that these effects extend to the honeybee gut microbiome, which serves important functions for honeybee health. Here we test the potential effects of the pesticides thiacloprid, acetamiprid, and oxalic acid on the gut microbiota of honeybees, first in direct in vitro inhibition assays and secondly in an in vivo caged bee experiment to test if exposure leads to gut microbiota community changes. We found that thiacloprid did not inhibit the honeybee core gut bacteria in vitro, nor did it affect overall community composition or richness in vivo. Acetamiprid did also not inhibit bacterial growth in vitro, but it did affect community structure within bees. The eight bacterial genera tested showed variable levels of susceptibility to oxalic acid in vitro. In vivo, treatment with this pesticide reduced amplicon sequence variant (ASV) richness and affected gut microbiome composition, with most marked impact on the common crop bacteria Lactobacillus kunkeei and the genus Bombella. We conducted network analyses which captured known associations between bacterial members and illustrated the sensitivity of the microbiome to environmental stressors. Our findings point to risks of honeybee exposure to oxalic acid, which has been deemed safe for use in treatment against Varroa mites in honeybee colonies, and we advocate for more extensive assessment of the long-term effects that it may have on honeybee health. © Copyright © 2021 Cuesta-Maté, Renelies-Hamilton, Kryger, Jensen, Sinotte and Poulsen.",2021,10.3389/fmicb.2021.717990,12,,0,0.0,,,,0.0,,,,,,0.0,,,0,,1,53
87,Low concentrations of imidacloprid affect the survival of Tetragona clavipes in a short period of exposure (24 h),JOUR,"['de Oliveira, A.A.', 'Carvalho, L.O.', 'dos Santos, H.V.R.', 'de Oliveira, L.R.G.R.', 'Saraiva, A.S.']",Apidologie,"Neonicotinoid pesticides are widely used to control insect pests in agriculture and livestock production. However, they have been found to negatively affect bees, especially Apis mellifera. Despite this, little research has been conducted on the impact of neonicotinoids on other bee species, including native ones. This study aimed to assess the risks to native bees exposed to low concentrations of imidacloprid (IMI). The Tetragona clavipes (bee native to Brazil) were exposed to eight concentrations of IMI-based insecticide, through contaminated food or mist (350 µL/min) for 24 h. The LC10-24 h, LC50-24 h, LC90-24 h in acute topical effect (ATE) and acute residual effect (ARE) of IMI-based insecticide against bees were calculated. The LC10-24 h, LC50-24 h, and LC90-24 h in ARE were found to be more toxic compared to ATE. In summary, the study highlights that even low levels of IMI can significantly reduce bee survival within 24 h. The urgency to tackle the effects of neonicotinoid pesticides on native bee populations is evident. Preserving bees is crucial for ensuring sustainability, food security, and ecosystem integrity. Responsible pesticide management and conservation efforts are pivotal in safeguarding pollinators and upholding ecological balance. © INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature 2024.",2024,10.1007/s13592-024-01111-6,55,,0,,,,,,,,,,,,,,0,,1,54
91,Mild chronic exposure to pesticides alters physiological markers of honey bee health without perturbing the core gut microbiota,JOUR,"['Almasri, H', 'Liberti, J', 'Brunet, JL', 'Engel, P', 'Belzunces, LP']",SCIENTIFIC REPORTS,"Recent studies highlighted that exposure to glyphosate can affect specific members of the core gut microbiota of honey bee workers. However, in this study, bees were exposed to relatively high glyphosate concentrations. Here, we chronically exposed newly emerged honey bees to imidacloprid, glyphosate and difenoconazole, individually and in a ternary mixture, at an environmental concentration of 0.1 mu g/L. We studied the effects of these exposures on the establishment of the gut microbiota, the physiological status, the longevity, and food consumption of the host. The core bacterial species were not affected by the exposure to the three pesticides. Negative effects were observed but they were restricted to few transient non-core bacterial species. However, in the absence of the core microbiota, the pesticides induced physiological disruption by directly altering the detoxification system, the antioxidant defenses, and the metabolism of the host. Our study indicates that even mild exposure to pesticides can directly alter the physiological homeostasis of newly emerged honey bees and particularly if the individuals exhibit a dysbiosis (i.e. mostly lack the core microbiota). This highlights the importance of an early establishment of a healthy gut bacterial community to strengthen the natural defenses of the honey bee against xenobiotic stressors.",2022,10.1038/s41598-022-08009-2,12,,0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,0,,1,55
131,Response of neonicotinoid (thiamethoxam 25 WG) spray at pre-bloom on the abundance of Apis mellifera in Brassica rapa L. crop under caged environment,JOUR,"['Kumar, R', 'Mall, P', 'Pandey, R']",ANNALS OF PHYTOMEDICINE-AN INTERNATIONAL JOURNAL,"Abundance of Apis mellifera was remarkably less as compared to control from 6 to 14 days after spraying during 2018-19 and 2019-20. Population of A. mellifera on day 6 was recorded to be 30.83 bees/m(2)/5 min. This data were remarkably low in comparison to untreated field population (38.08 bees/m(2)/5 min). Thenceforward on 7, 8, 9, 10 and 11 days after exposure, a reducing trend (23.75, 19.17, 16.42, 14.67 and 14.17 bees/m(2)/5 min) was observed. This data were also remarkably low in comparison to control (38.50, 35.75, 38.00, 36.58 and 34.92 bees/m(2)/5 min). Here after on 12, 13 and 14 days after spraying, a significant rebound in population (18.33, 22.00 and 24.00 bees/m(2)/5 min) was registered which was significantly less in comparison to control (38.25, 36.00 and 35.58 bees/m(2)/5 min).",2022,10.54085/ap.2022.11.1.83,11,,0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0,,1,56
159,The Response of the Honey Bee Gut Microbiota to Nosema ceranae Is Modulated by the Probiotic Pediococcus acidilactici and the Neonicotinoid Thiamethoxam,JOUR,"['Sbaghdi, T.', 'Garneau, J.R.', 'Yersin, S.', 'Chaucheyras-Durand, F.', 'Bocquet, M.', 'Moné, A.', 'El Alaoui, H.', 'Bulet, P.', 'Blot, N.', 'Delbac, F.']",Microorganisms,"The honey bee Apis mellifera is exposed to a variety of biotic and abiotic stressors, such as the highly prevalent microsporidian parasite Nosema (Vairimorpha) ceranae and neonicotinoid insecticides. Both can affect honey bee physiology and microbial gut communities, eventually reducing its lifespan. They can also have a combined effect on the insect’s survival. The use of bacterial probiotics has been proposed to improve honey bee health, but their beneficial effect remains an open question. In the present study, western honey bees were experimentally infected with N. ceranae spores, chronically exposed to the neonicotinoid thiamethoxam, and/or supplied daily with the homofermentative bacterium Pediococcus acidilactici MA18/5M thought to improve the honey bees’ tolerance to the parasite. Deep shotgun metagenomic sequencing allowed the response of the gut microbiota to be investigated with a taxonomic resolution at the species level. All treatments induced significant changes in honey bee gut bacterial communities. Nosema ceranae infection increased the abundance of Proteus mirabilis, Frischella perrara, and Gilliamella apicola and reduced the abundance of Bifidobacterium asteroides, Fructobacillus fructosus, and Lactobacillus spp. Supplementation with P. acidilactici overturned some of these alterations, bringing back the abundance of some altered species close to the relative abundance found in the controls. Surprisingly, the exposure to thiamethoxam also restored the relative abundance of some species modulated by N. ceranae. This study shows that stressors and probiotics may have an antagonistic impact on honey bee gut bacterial communities and that P. acidilactici may have a protective effect against the dysbiosis induced by an infection with N. ceranae. © 2024 by the authors.",2024,10.3390/microorganisms12010192,12,,0,,0.0,,0.0,0.0,,,0.0,0.0,,,,,0,,1,57
68,Imidacloprid increases the prevalence of the intestinal parasite Lotmaria passim in honey bee workers,JOUR,"['Erban, T.', 'Parizkova, K.', 'Sopko, B.', 'Talacko, P.', 'Markovic, M.', 'Jarosova, J.', 'Votypka, J.']",Science of the Total Environment,"A challenge in bee protection is to assess the risks of pesticide-pathogen interactions. Lotmaria passim, a ubiquitous unicellular parasite in honey bees, is considered harmful under specific conditions. Imidacloprid causes unpredictable side effects. Research indicates that both L. passim and imidacloprid may affect the physiology, behavior, immunity, microbiome and lifespan of honey bees. We designed cage experiments to test whether the infection of L. passim is affected by a sublethal dose of imidacloprid. Workers collected at the time of emergence were exposed to L. passim and 2.5 μg/L imidacloprid in the coexposure treatment group. First, samples of bees were taken from cages since they were 5 days old and 3 days postinfection, i.e., after finishing an artificial 24 h L. passim infection. Additional bees were collected every two additional days. In addition, bees frozen at the time of emergence and collected from the unexposed group were analyzed. Abdomens were analyzed using qPCR to determine parasite load, while corresponding selected heads were subjected to a label-free proteomic analysis. Our results show that bees are free of L. passim at the time of emergence. Furthermore, imidacloprid considerably increased the prevalence as well as parasite loads in individual bees. This means that imidacloprid facilitates infection, enabling faster parasite spread in a colony and potentially to surrounding colonies. The proteomic analysis of bee heads showed that imidacloprid neutralized the increased transferrin 1 expression by L. passim. Importantly, this promising marker has been previously observed to be upregulated by infections, including gut parasites. This study contributes to understanding the side effects of imidacloprid and demonstrates that a single xenobiotic/pesticide compound can interact with the gut parasite. Our methodology can be used to assess the effects of different compounds on L. passim. © 2023 The Author(s)",2023,10.1016/j.scitotenv.2023.166973,905,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,58
99,Neonicotinoid-induced impairment of odour coding in the honeybee,JOUR,"['Andrione, M', 'Vallortigara, G', 'Antolini, R', 'Haase, A']",SCIENTIFIC REPORTS,"Exposure to neonicotinoid pesticides is considered one of the possible causes of honeybee (Apis mellifera) population decline. At sublethal doses, these chemicals have been shown to negatively affect a number of behaviours, including performance of olfactory learning and memory, due to their interference with acetylcholine signalling in the mushroom bodies. Here we provide evidence that neonicotinoids can affect odour coding upstream of the mushroom bodies, in the first odour processing centres of the honeybee brain, i.e. the antennal lobes (ALs). In particular, we investigated the effects of imidacloprid, the most common neonicotinoid, in the AL glomeruli via in vivo two-photon calcium imaging combined with pulsed odour stimulation. Following acute imidacloprid treatment, odour-evoked calcium response amplitude in single glomeruli decreases, and at the network level the representations of different odours are no longer separated. This demonstrates that, under neonicotinoid influence, olfactory information might reach the mushroom bodies in a form that is already incorrect. Thus, some of the impairments in olfactory learning and memory caused by neonicotinoids could, in fact, arise from the disruption in odor coding and olfactory discrimination ability of the honey bees.",2016,10.1038/srep38110,6,,0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,1,59
