record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,exported_notes_1,included,exported_notes_2
90,JOUR,Structural and functional impacts of neonicotinoids analogues on Apis mellifera's chemosensory protein: Insights from spectroscopic and molecular modeling investigations,"['Li, X.', 'Li, S.', 'Qin, Z.', 'Cui, L.', 'Yang, D.', 'Chen, S.', 'Yan, X.', 'Yuan, H.']",International Journal of Biological Macromolecules,"In the intricate web of ecological relationships, pollinators such as the Italian honeybee (Apis mellifera) play a crucial role in maintaining biodiversity and agricultural productivity. This study focuses on the interactions between three neonicotinoid compounds and the honeybee's chemosensory protein 3 (CSP3), a key player in their olfactory system. Employing advanced spectroscopic techniques and molecular modeling, we explore the binding dynamics and conformational changes in CSP3 upon exposure to these pesticides. The research reveals that all three neonicotinoids considerably quench CSP3's fluorescence through a dynamic and static mixing mechanism, indicating a strong binding affinity, predominantly driven by hydrophobic interactions. UVï¿½ï¿½ï¿½visible absorption, synchronous fluorescence, and 3D fluorescence spectra support slight changes in the microenvironment around the aromatic amino acids of CSP3. Circular dichroism spectra indicate a reduction in CSP3's ï¿½ï¿½-helix content, suggesting structuralns. Molecular docking and dynamics simulations further elucidate the binding modes and stability of these interactions, highlighting the role of specific amino acids in CSP3's binding cavity. Findings provide critical insights into molecular mechanisms by which neonicotinoids may impair honeybee chemosensory function, offering implications for designing safer pesticides and understanding the broader ecological impact of these chemicals on pollinator health. ï¿½ï¿½ ",2024///,2024,10.1016/j.ijbiomac.2024.133080,273,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195816026&doi=10.1016%2fj.ijbiomac.2024.133080&partnerID=40&md5=f7cb83d52d421378e32bc0183747f566,Scopus,"['affinity chromatography', 'Agricultural productivity', 'Amino acids', 'animal', 'animal experiment', 'Animals', 'Apis mellifera', 'Article', 'bee', 'Bees', 'Binding dynamics', 'Binding energy', 'Biodiversity', 'chemical structure', 'chemistry', 'chemosensory protein', 'Chemosensory protein', 'Chemosensory proteins', 'circular dichroism', 'Circular Dichroism', 'Dichroism', 'drug effect', 'Ecological relationships', 'Escherichia coli', 'fluorescence', 'Fluorescence', 'fluorescence intensity', 'honeybee', 'Hydrophobicity', 'insect protein', 'Insect Proteins', 'kanamycin', 'metabolism', 'Models, Molecular', 'molecular docking', 'Molecular Docking Simulation', 'molecular dynamics', 'Molecular Dynamics Simulation', 'molecular model', 'Molecular modeling', 'Multispectroscopy', 'neonicotinoid', 'Neonicotinoid analog', 'Neonicotinoids', 'nonhuman', 'Olfactory systems', 'pesticide', 'Pesticides', 'polymerase chain reaction', 'protein', 'protein binding', 'Protein Binding', 'Proteins', 'sequence analysis', 'Silica', 'simulation', 'spectrofluorometry', 'Spectrometry, Fluorescence', 'Spectroscopic technique', 'spectroscopy', 'Spectrum Analysis', 'structure activity relation', 'Structure-Activity Relationship', 'synchronous fluorescence', 'three dimensional fluorescence spectroscopy', 'unclassified drug']",,0,0,
13,JOUR,Monitoring the field-realistic exposure of honeybee colonies to neonicotinoids by an integrative approach: A case study in Romania,"['Cï¿½ï¿½uia, E.', 'Siceanu, A.', 'Visan, G.O.', 'Cï¿½ï¿½uia, D.', 'Colta, T.', 'Spulber",Diversity,"Honeybees (Apis mellifera L.) are excellent biosensors that can be managed to collect valuable information about environmental contamination. The main objective of the present study was to design and apply an integrative protocol to monitor honeybee colony activity and sample collection by using electronic technologies combined with classical methods in order to evaluate the exposure of honeybees to the neonicotinoids that are used in melliferous intensive crops. The monitored honeybee colonies were especially prepared and equipped to maximize their chances to collect representative samples in order to express, as well as possible, the pesticide residues that existed in the targeted crops. The samples of honey, pollen and honeybees were collected, preserved and prepared to fulfill the required quality and quantity criteria of the accredited laboratories. In total, a set of fifty samples was collected from fields, located in different areas of intensive agriculture in Romania, and was analyzed for five neonicotinoids. The obtained results show that 48% of the total analyzed samples (n = 50) contained one or more detected or quantified neonicotinoid residues. The main conclusion is that the proposed approach for sample collection and preparation could improve the evaluation methodologies for analyzing honeybees' exposure to pesticides. ï¿½ï¿½ 2020 by the auth",2020///,2020,10.3390/d12010024,12,1,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078673504&doi=10.3390%2fd12010024&partnerID=40&md5=465c1ab9ed05486a8dd0c40aa915d579,Scopus,,,0,0,
78,JOUR,Response of neonicotinoid (thiamethoxam 25 WG) spray at pre-bloom on the abundance of Apis mellifera in Brassica rapa L. crop under caged environment,"['Kumar, R', 'Mall, P', 'Pandey, R']",ANNALS OF PHYTOMEDICINE-AN INTERNATIONAL JOURNAL,"Abundance of Apis mellifera was remarkably less as compared to control from 6 to 14 days after spraying during 2018-19 and 2019-20. Population of A. mellifera on day 6 was recorded to be 30.83 bees/m(2)/5 min. This data were remarkably low in comparison to untreated field population (38.08 bees/m(2)/5 min). Thenceforward on 7, 8, 9, 10 and 11 days after exposure, a reducing trend (23.75, 19.17, 16.42, 14.67 and 14.17 bees/m(2)/5 min) was observed. This data were also remarkably low in comparison to control (38.50, 35.75, 38.00, 36.58 and 34.92 bees/m(2)/5 min). Here after on 12, 13 and 14 days after spraying, a significant rebound in population (18.33, 22.00 and 24.00 bees/m(2)/5 min) was registered which was significantly less in comparison to control (38.25, 36.00 and 35.58 bees/m(2)/5 min).",2022/01//,2022,10.54085/ap.2022.11.1.83,11,1,2393-9885,WOS:000828672700083,694,699,,,,,0,0,
3,JOUR,Sublethal neonicotinoid exposure attenuates the effects of electromagnetic fields on honey bee flight and learning,"['Shepherd, S.', 'Lima, M.A.P.', 'Oliveira, E.E.', 'Sharkh, S.M.', 'Aonuma, H.', 'Jackson, C.W.', 'Newland, P.L.']",Environmental Advances,"Many environmental stressors are currently implicated in the decline of flying insects in general, and important pollinator species such as the honey bee. Recent studies have shown that extremely low frequency electromagnetic fields (ELF EMFs) affect many aspects of insect behaviour and cognition which raises the potential that ELF EMFs could interact with other environmental stressors such as neonicotinoid insecticides to have even greater impact on the decline of flying insects. Here we analysed the effects of individual and combined exposure of the honey bee to 50 Hz EMFs and sublethal exposure to clothianidin, in a tethered flight assay and an olfactory appetitive learning assay. Clothianidin was significantly toxic to bees and exposure to field-realistic levels (2.00 ng/bee) led to 25% mortality. Exposure to ELF EMFs alone led to a significant increase in wingbeat frequency at levels above 100 ï¿½ï¿½T. Prior exposure to clothianidin attenuated the effects of EMFs on wingbeat frequency. Exposure to EMFs a reduced learning of a proboscis extension reflex (PER). Prior exposure to low doses of clothianidin attenuated the effects of EMFs on PER. These results indicate no evidence of synergy between clothianidin and ELF EMFs as environmental stressors but suggest the potential for EMFs to affect the same susceptible fraction of the bee population that have been affected by clothianidin. Results lay the foundation to further explore the interactions of ELF EMFs with other environmental stressors and consider the key factors that may make bees susceptible to ELF EMFs. ï¿½ï¿½ ",2021///,2021,10.1016/j.envadv.2021.100051,4,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118699937&doi=10.1016%2fj.envadv.2021.100051&partnerID=40&md5=3fa0e1bc03406e457bd1eb4d83cd26b7,Scopus,"['Apis mellifera', 'Associative learning', 'Clothianidin', 'EMF', 'Flight']",,0,0,
47,JOUR,Pest management practices impact Helicoverpa armigera infestation and foraging behaviour of pollinators in sunflower,"['Shankar, U.', 'Mukhtar, Y.']",International Journal of Pest Management,"Field experiments for two consecutive years (2020 and 2021) were conducted to record population dynamics of Helicoverpa armigera Hubner and foraging behaviour of pollinators in sunflower before and after undertaking pest management practices. The study disclosed that H. armigera (larvae) crossed ETL (Economic Threshold Level) from 10th SW (Standard Week), warranting application of pest management measures. Many pollinator species were observed foraging on sunflowers during the same time. The least foraging by pollinators was recorded in early morning and late evening hours, depicting avoidance of insecticide application when pollinator foraging activity is maximum. A combination of synthetic and bio-insecticides (Chlorantraniliprole, Bt-kurstaki, Emamectin-benzoate, Spinosad, Lambda-cyhalothrin, Novaluron, and Neem-oil) were tested for their efficacy against H. armigera and impact on foraging behaviour of pollinators. Bio-insecticide-treated plots recorded significantly higher number of foraging pollinators as compared to synthetic-insecticide-treated plots. Of the insecticides used, Chlorantraniliprole showed highest efficacy against H. armigera but recorded lowest foraging activity of pollinators in both the years of study. In contrast, neem-oil and Bt-kurstaki treated plots showed maximum foraging by pollinators while successfully managing H. armigera. ï¿½ï¿½ 2023 Informa UK Limited, trading as Taylor & Francis Gr",2023///,2023,10.1080/09670874.2023.2216667,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160956568&doi=10.1080%2f09670874.2023.2216667&partnerID=40&md5=e972c1ac1f5c701fb7d21f267859d720,Scopus,"['foraging behaviour', 'Helicoverpa armigera', 'pest management', 'pollinators', 'Sunflower']",,0,0,
119,JOUR,"Interaction of Flupyradifurone and Deltamethrin, Two Pesticides Commonly Used for Plant Pest Control, in Honeybees","Bava, R.; Lupia, C.; Castagna, F.; Ruga, S.; Nucera, S.; Carresi, C.; Caminiti, R.; Bulotta, R.M.; Naccari, C.; Britti, D.; Palma, E.",Animals,"Nowadays, old-generation pesticides are released into ecosystems alongside new formulations, giving rise to pharmacological interactions (additive, synergistic, and antagonistic effects). The aim of this study was to evaluate the impact that simultaneous exposure to DMT and FLU doses has on bee health. Groups of twenty honeybees were housed in cages to compose six macro-groups. One group consisted of experimental replicates treated orally with a toxic dose of deltamenthrin (DMT 21.6 mg/L); two other groups were subjected to the oral administration of two toxic doses of flupyradifurone (FLU 50 mg/L and FLU 100 mg/L); and two other groups were intoxicated with a combination of the two pesticides (DMT 21.6 + FLU 50 and DMT 21.6 + FLU 100). The consequences of the pesticidesï¿½ï¿½ï¿½ interactions were highlighted by measuring and comparing data on survival, food consumption, and abnormal behavior. Generally speaking, antagonism between the two pesticides has been demonstrated. The bees were able to survive for upree days at the lowest dosage of FLU (50 mg/L), with 46% of the subjects still alive; however, the maximum dose (100 mg/L) caused all treated animals to die as early as the second day. When DMT and FLU 50 were administered together, the group that received DMT alone had a lower survival rate. When comparing the survival rates produced by the DMT and FLU 50 combination to those of the group receiving FLU 50 alone, the same was clearly visible. While there was no statistically significant improvement observed when the survival indices of the DMT and FLU 100 combination were compared to those of the group intoxicated with DMT alone, an improvement in survival indices was observed when these were compared with the group intoxicated with FLU 100 alone. ï¿½ï¿½ 2024 by the auth",2024,2024,10.3390/ani14060851,14,6,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188842192&doi=10.3390%2fani14060851&partnerID=40&md5=daea9e86a4f794dca079f939b6438c45,,abnormal behavior; adult; animal experiment; animal health and welfare; animal model; antagonism; antagonistic effect; Article; beekeeping; deltamethrin; drug interaction; environment; flupyradifurone; food intake; honeybee; honeybee (Apis mellifera); in vitro study; intoxication; nonhuman; pest control; pesticide; pesticides; plant pest control; plants; survival rate; unclassified drug,,0,0,
11,JOUR,FIPRONIL AND IMIDACLOPRID REDUCE HONEYBEE MITOCHONDRIAL ACTIVITY,"['Nicodemo, D', 'Maioli, MA', 'Medeiros, HCD', 'Guelfi, M', 'Balieira, KVB', 'De Jong, D', 'Mingatto, FE']",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Bees have a crucial role in pollination; therefore, it is important to determine the causes of their recent decline. Fipronil and imidacloprid are insecticides used worldwide to eliminate or control insect pests. Because they are broad-spectrum insecticides, they can also affect honeybees. Many researchers have studied the lethal and sublethal effects of these and other insecticides on honeybees, and some of these studies have demonstrated a correlation between the insecticides and colony collapse disorder in bees. The authors investigated the effects of fipronil and imidacloprid on the bioenergetic functioning of mitochondria isolated from the heads and thoraces of Africanized honeybees. Fipronil caused dose-dependent inhibition of adenosine 5'-diphosphate-stimulated (state 3) respiration in mitochondria energized by either pyruvate or succinate, albeit with different potentials, in thoracic mitochondria; inhibition was strongest when respiring with complex I substrate. Fipronil affected adenosine 5'-triphosphate (ATP) production in a dose-dependent manner in both tissues and substrates, though with different sensitivities. Imidacloprid also affected state-3 respiration in both the thorax and head, being more potent in head pyruvate-energized mitochondria; it also inhibited ATP production. Fipronil and imidacloprid had no effect on mitochondrial state-4 respiration. The authors concluded that fipronil and imidacloprid are inhibitors of mitochondrial bioenergetics, resulting in depleted ATP. This action can explain the toxicity of these compounds to honeybees. (c) 2014 SETAC",2014/09//,2014,10.1002/etc.2655,33,9,0730-7268,WOS:000340537400021,2070,2075,,,,,0,0,
100,JOUR,Bee Pollinator Mortality Due to Pesticide-Laden Particulate Matter from Beef Cattle Feedyards,"['Green, F.B.', 'Peterson, E.M.', 'Emert, A.D.', 'Subbiah, S.', 'Smith, P.N.']",Environmental Science and Technology,"Wild and managed bees are critical for the stability of trophic webs, angiosperm reproduction, and agricultural productivity. Unfortunately, as many as 40% of crop pollinators are in a steep decline due to habitat loss and exposure to agrochemicals. Pyrethroids, neonicotinoids, and macrocyclic lactones are among the many agrochemicals toxic to pollinating insects that are used extensively in industrial beef cattle feeding operations throughout the world. Fugitive feedyard particulate matter (PM) transports agrochemicals into the surrounding environs. To determine the impact of agrochemical-laden feedyard particulate matter on bee pollinators, we conducted in situ experiments wherein honeybees and mason bees were placed downwind and upwind of feedyards (N = 40). Concurrent, colocated total suspended particulate matter samples contained multiple insecticides and parasiticides including pyrethroids, neonicotinoids, and macrocyclic lactones, in significantly higher concentrations downwind of feedyards (bifenthrin, 8.45 ï¿½ï¿½ 4.92; permethrin, 1032.34 ï¿½ï¿½ 740.76; clothianidin, 3.61 ï¿½ï¿½ 1.48; imidacloprid, 73.32 ï¿½ï¿½ 47.52; thiamethoxam, 5.81 ï¿½ï¿½ 3.16; abamectin, 0.45 ï¿½ï¿½ 0.29; ivermectin, 8.88 ï¿½ï¿½ 5.06 ng/g). Honeybees and mason bees sited downwind of feedyards always experienced higher mortality than those correspondingly sited upwind, and male mason bees experienced significantly higher mortality compared to females when both were sited downwind. Bees occurring downwind of beef cattle feedyards for 1 h are 232-260% more likely to die than those occurring upwind. Thus, agrochemicals used on and emitted from beef cattle feedyards are significant threats to bee pollinators. ï¿½ï¿½",2023///,2023,10.1021/acs.est.3c03135,57,40,,,14839,14848,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172274460&doi=10.1021%2facs.est.3c03135&partnerID=40&md5=0b7afd64c1c6444b9f23500b2d0b73dd,Scopus,"['abamectin', 'agricultural chemical', 'Agricultural chemicals', 'agrochemical', 'agrochemicals', 'Agrochemicals', 'angiosperm', 'animal', 'animal pollination', 'Animals', 'Article', 'bee', 'Bee pollinator', 'bee pollinators', 'Beef', 'beef cattle', 'Beef cattle feedyards', 'Bees', 'bifenthrin', 'bovine', 'Cattle', 'Cell proliferation', 'clothianidin', 'environmental exposure', 'Esters', 'feeding behavior', 'Feedyard', 'honeybee', 'Honeybee', 'honeybees', 'imidacloprid', 'insecticide', 'insecticides', 'Insecticides', 'ivermectin', 'lactone', 'Lactones', 'Macrocyclic lactones', 'male', 'Male', 'Mason bee', 'mason bees', 'mortality', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'Parasiticide', 'parasiticides', 'Particles (particulate matter)', 'particulate matter', 'Particulate Matter', 'permethrin', 'pesticide', 'Pesticides', 'Pyrethrins', 'pyrethroid', 'Pyrethroids', 'suspended particulate matter', 'thiamethoxam', 'toxicity']",,0,0,
116,JOUR,Sub-lethal but potentially devastating - The novel insecticide flupyradifurone impairs collective brood care in bumblebees,"Fischer, L.R.; Ramesh, D.; Weidenmï¿½ï¿½ller",Science of the Total Environment,"The worldwide decline in pollinating insects is alarming. One of the main anthropogenic drivers is the massive use of pesticides in agriculture. Risk assessment procedures test pesticides for mortality rates of well-fed, parasite free individuals of a few non-target species. Sublethal and synergistic effects of co-occurring stressors are usually not addressed. Here, we present a simple, wildly applicable bio-essay to assess such effects. Using brood thermoregulation in bumblebee microcolonies as readout, we investigate how this collective ability is affected by long-term feeding exposure to the herbicide glyphosate (5 mg/l), the insecticide flupyradifurone (0.4 mg/l) and the combination of both, when co-occurring with the natural stressor of resource limitation. Documenting brood temperature and development in 53 microcolonies we find no significant effect of glyphosate, while flupyradifurone significantly impaired the collective ability to maintain the necessary brood temperatures, resulting in prolonged developmental times and a decrease in colony growth by over 50 %. This reduction in colony growth has the potential to significantly curtail the reproductive chances of colonies in the field. Our findings highlight the potentially devastating consequences of flupyradifurone use in agriculture even at sub-lethal doses and underline the urgent need for improved risk assessment procedures. ï¿½ï¿½ 2023 The Aut",2023,2023,10.1016/j.scitotenv.2023.166097,903,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168103283&doi=10.1016%2fj.scitotenv.2023.166097&partnerID=40&md5=71fd9fafbe9b7749bcfa557154545900,,agriculture; Agriculture; animal experiment; animal parameters; animal tissue; anthropogenic effect; Anthropogenics; Apis; Article; Assessment procedure; bee; Bombus terrestris; Brood development; brood temperature; bumblebee; collective brood care; Collective thermoregulation; colony growth; Colony growth; controlled study; dietary exposure; flupyradifurone; glyphosate; herbicide; Herbicides; insecticide; Insecticides; Microcolonies; Mortality rate; nonhuman; organism colony; Parasite-; pesticide; Pesticides; Pollinator crisis; risk assessment; Risk assessment; Risks assessments; temperature; thermoregulation; unclassified drug,,0,0,
33,JOUR,The impact of thiamethoxam on bumble bee broods (Bombus terrestris L.) following drip application in covered tomato crops,"['Sechser, B.', 'Freuler, J.']",Anzeiger fur Schadlingskunde,"The side effects of the neonicotinyl compound thiamethoxam on the brood of bumble bees (Bombus terrestris L.) were investigated on tomatoes in plastic tunnels and glasshouses. Preceeding trials had revealed a strong contact and stomach activity of the compound by foliar application. A decisive improvement was obtained by replacing the foliar by drip irrigation of thiamethoxam at rates between 150 and 161 g ai/ha. The mortality figures of all bumble bee stages dropped to the level in the untreated control. No dead bumble bees were found in the thiamethoxam treated tunnels/glasshouses on the ground. Thiamethoxam could be rated as being harmless to bumble bees with a single application through the irrigation system. No spilling of this compound during the application should occur to avoid intoxication of adult humble bees by oral uptake or contact contamination during the cleaning process. If multiple applications via the irrigation system or under any hydroponic growing conditions is considered, further sequential testing of this mode of use is recommended.",2003///,2003,10.1046/j.1439-0280.2003.03017.x,76,3,,,74,77,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037824789&doi=10.1046%2fj.1439-0280.2003.03017.x&partnerID=40&md5=d7364beecc89cec95b415eb730779f76,Scopus,,,0,0,
114,JOUR,Microplastic ingestion and co-exposure to Nosema ceranae and flupyradifurone reduce the survival of honey bees (Apis mellifera L.),"Tiritelli, R.; Zavatta, L.; Tadei, R.; Mathias da Silva, E.C.; Sgolastra, F.; Cilia, G.",Environmental Toxicology and Pharmacology,"Bees are exposed to several threats, including pathogens (i.e. Nosema ceranae), pesticides and environmental contaminants. The new insecticide flupyradifurone, and the microplastics in the environment, have raised significant concerns on bee health. This study evaluated the simultaneous effects of microplastics, flupyradifurone, and N. ceranae on honey bee health, focusing on survival rates, N. ceranae replication, daily food consumption, and bee midgut histological alterations. Results showed a significant decrease in bee longevity across all treatments compared to the control, with the combination of flupyradifurone, microplastics, and N. ceranae having the most severe impact. Microplastics and flupyradifurone exposure also increased N. ceranae proliferation, especially in bees subjected to both stressors. Histological analysis revealed reduced regenerative cell nests in the midgut and changes in the nuclear matrix, indicating stress responses. Overall, the simultaneous presence of both biotic and abiotic stressors in nature can synergistically interact, leading to harmful effects on bees. ï¿½ï¿½ 2024 Elsevier ",2024,2024,10.1016/j.etap.2024.104571,111,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206471210&doi=10.1016%2fj.etap.2024.104571&partnerID=40&md5=3e4e0ca2aed8dac338c8956918510b71,,abiotic stress; animal experiment; animal health; Apis mellifera; Article; biotic stress; cell nucleus matrix; cellular stress response; controlled study; Environmental contaminats; environmental exposure; flupyradifurone; food intake; histology; insecticide; lifespan; Lifespan; longevity; microplastic; Microsporidia; midgut; Midgut; molecular fingerprinting; nonhuman; Nosema ceranae; nosemosis; parasite phenomena and functions; parasite replication; Pesticides; survival; survival rate; unclassified drug,,0,0,
9,JOUR,The weakest link: Haploid honey bees are more susceptible to neonicotinoid insecticides,"['Friedli, A', 'Williams, GR', 'Bruckner, S', 'Neumann, P', 'Straub, L']",CHEMOSPHERE,"Neonicotinoid insecticides are currently of major concern for the health of wild and managed insects that provide key ecosystem services like pollination. Even though sublethal effects of neonicotinoids are well known, there is surprisingly little information on how they possibly impact developmental stability, and to what extent genetics are involved. This holds especially true for haploid individuals because they are hemizygous at detoxification loci and may be more susceptible. Here we take advantage of haplodiploidy in Western honey bees, Apis mellifera, to show for the first time that neonicotinoids affect developmental stability in diploid females (workers), and that haploid males (drones) are even more susceptible. Phenotypic fore wing venation abnormalities and fluctuating wing asymmetry, as measures of developmental instability, were significantly increased under field-realistic neonicotinoid-exposure of colonies. The higher susceptibility of haploid drones suggests that heterozygosity can play a key role in the ability to buffer the sublethal effects of neonicotinoids. Aiming to improve conservation efforts, our findings highlight the urgent need to better understand the role that genetics plays at enabling nontarget organisms to cope with insecticide exposure. (C) 2019 The Authors. Published by Elsevier Ltd.",2020/03//,2020,10.1016/j.chemosphere.2019.125145,242,,0045-6535,WOS:000509786600048,,,,,"['animal', 'Animals', 'Apis mellifera', 'Article', 'bee', 'Bees', 'Biochemistry', 'Chromosomes', 'comparative study', 'controlled study', 'Detoxification', 'developmental stability', 'diploidy', 'drone', 'Drones', 'ecosystem', 'Ecosystem', 'Ecosystems', 'female', 'Female', 'fluctuating asymmetry', 'Fluctuating asymmetry', 'Food products', 'Haplodiploidy', 'haploidy', 'Haploidy', 'heterozygosity', 'Hexapoda', 'honeybee', 'insecticide', 'Insecticides', 'male', 'Male', 'neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'nontarget organism', 'organism colony', 'phenotype', 'physiology', 'pollination', 'Pollination', 'pollution exposure', 'polyploidy', 'Sublethal', 'sublethal effect', 'wing', 'Wing venation', 'Wings, Animal', 'worker (insect)', 'xenobiotics', 'Xenobiotics']",,0,0,
7,JOUR,Effects of clothianidin on antioxidant enzyme activities and malondialdehyde level in honey bee drone semen,"['Abdelkader, F.B.', 'Kairo, G.', 'Bonnet, M.', 'Barbouche, N.', 'Belzunces, L.P.', 'Brunet, J.L.']",Journal of Apicultural Research,"Neonicotinoids can cause a variety of adverse sublethal effects in workers and queens honey bees. However, despite their key role in reproduction, drones have not received much attention on how neonicotinoids can affect their fertility. The aim of this study was to assess the influence of clothianidin exposure of drones at sexual maturity stage, on antioxidant enzyme activities, malondialdehyde (MDA) level and on protein content of semen. Our results show for the first time that clothianidin elicits significant increases in superoxide dismutase, of glutathione peroxidase, of catalase and of MDA level. Protein content in semen of drones exposed to clothianidin was significantly decreased. This study suggested that drones exposed to clothianidin at the stage of sexual maturity could induce oxidative stress in spermatozoa of drones which could affect the semen quality and therefore the queen fecundity. ï¿½ï¿½ 2019, ï¿½ï¿½ 2019 International Bee Research Asso",2019///,2019,10.1080/00218839.2019.1655182,58,5,,,740,745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071180888&doi=10.1080%2f00218839.2019.1655182&partnerID=40&md5=bd735a34854af2812962edbcbb227c13,Scopus,,,0,0,
101,JOUR,Autumn intermediate crops and development of honey-bee colonies,"['Gallot, M.', 'Buchwalder, G.', 'Beuret, B.', 'Cecilio, J.-M.', 'Guinemer, M.', 'Marigo, P.', 'Frosini, S.', 'Charriï¿½ï¿½re, J.-",Agrarforschung Schweiz,"Establishing an autumn vegetation cover following the grain harvests is common practice in the farming community. Although certain beekeepers look forward to this foraging opportunity, others suspect a weakening of the bee colonies after they forage on these cover crops, and fear the premature exhaustion of the winter bees. The experiment presented here attempts to evaluate whether late foraging weakens or stimulates the colonies before winter, and whether it has an impact on overwintering. It also aims to determine whether the intermediate crops established directly after a straw cereal coated in neonicotinoids may represent a potential danger for bees. The study shows that foraging on intermediate crops has neither an adverse nor a positive effect on bee populations during flowering and in the following months. Moreover, winter losses are no greater. Chemical analyses show that neonicotinoids may be present in the soil whatever the treatment of the previous crop, and that traces are sometimes found in the pollen brought back to the hive, as well as in the bee bread. These conditions prevent us from comparing two groups with clear different exposures, which would allow us to test the effect of the neonicotinoids in the previous crop on the colonies. ï¿½ï¿½ 2016, AMTRA - Association pour la Mise en Valeur des Travaux de la Recherche Agronomique. All Rights Reser",2016///,2016,,7,3,,,120,127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961806531&partnerID=40&md5=7857e342d6513d9f2b5d36f9f8bacb9a,Scopus,,Einfluss von herbst-zwischenkulturen auf die entwicklung von honigbienenvï¿½ï¿½l,0,0,
108,JOUR,Flupyradifurone reduces nectar consumption and foraging but does not alter honey bee recruitment dancing,"Wu, Y.-Y.; Pasberg, P.; Diao, Q.-Y.; Nieh, J.C.",Ecotoxicology and Environmental Safety,"Foraging is essential for honey bee colony fitness and is enhanced by the waggle dance, a recruitment behavior in which bees can communicate food location and quality. We tested if the consumption of nectar (sucrose solution) with a field-realistic concentration of 4 ppm flupyradifurone (FPF) could alter foraging behavior and recruitment dancing in Apis mellifera. Foragers were repelled by FPF. They visited the FPF feeder less often and spent less time imbibing sucrose solution (2.5 M, 65% w/w) with FPF. As a result, bees feeding on the FPF treatment consumed 16% less nectar. However, FPF did not affect dancing: there were no effects on unloading wait time, the number of dance bouts per nest visit, or the number of dance circuits performed per dance bout. FPF could therefore deter bees from foraging on contaminated nectar. However, the willingness of bees to recruit nestmates for nectar with FPF is concerning. Recruitment can rapidly amplify the number of foragers and could overcome the decrease in consumption of FPF-contaminated nectar, resulting in a net inflow of pesticide to the colony. FPF also significantly altered the expression of 116 genes, some of which may be relevant for the olfactory learning deficits induced by FPF and the toxicity of FPF. ï¿½ï¿½ 2020 Elsevier ",2021,2021,10.1016/j.ecoenv.2020.111268,207,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090323685&doi=10.1016%2fj.ecoenv.2020.111268&partnerID=40&md5=9fac6ef23821bce22b936d49571bcec4,,4-Butyrolactone; animal; animal experiment; animal tissue; Animals; Anti-feedant; antifeedant; Apis mellifera; Apoidea; Article; bee; Bees; communication; Communication; concentration (composition); controlled study; drug effect; feeding behavior; Feeding Behavior; flupyradifurone; food; Food; foraging; foraging behavior; gamma butyrolactone; gene expression; genetic analysis; honeybee; insecticide; Insecticides; nectar; nonhuman; olfactory nerve disease; pesticide; physiology; Plant Nectar; pyridine derivative; Pyridines; Recruitment; recruitment (population dynamics); RNA sequencing; sublethal concentration; sublethal effect; Sublethal effects; sucrose; Sucrose; toxicity; transcriptome; unclassified drug; Waggle dancing,,0,0,
