record_id,﻿type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
50,JOUR,"Large-scale monitoring of effects of clothianidin-dressed oilseed rape seeds on pollinating insects in northern Germany: residues of clothianidin in pollen, nectar and honey","['Rolke, D.', 'Persigehl, M.', 'Peters, B.', 'Sterk, G.', 'Blenau, W.']",Ecotoxicology,"This study was part of a large-scale monitoring project to assess the possible effects of Elado¬Æ (10 g clothianidin & 2 g Œ≤-cyfluthrin/kg seed)-dressed oilseed rape seeds on different pollinators in Northern Germany. Firstly, residues of clothianidin and its active metabolites thiazolylnitroguanidine and thiazolylmethylurea were measured in nectar and pollen from Elado¬Æ-dressed (test site, T) and undressed (reference site, R) oilseed rape collected by honey bees confined within tunnel tents. Clothianidin and its metabolites could not be detected or quantified in samples from R fields. Clothianidin concentrations in samples from T fields were 1.3 ¬± 0.9 Œºg/kg and 1.7 ¬± 0.9 Œºg/kg in nectar and pollen, respectively. Secondly, pollen and nectar for residue analyses were sampled from free flying honey bees, bumble bees and mason bees, placed at six study locations each in the R and T sites at the start of oilseed rape flowering. Honey samples were analysed from all honey bee colonies at the end of oilseed rape flowering. Neither clothianidin nor its metabolites were detectable or quantifiable in R site samples. Clothianidin concentrations in samples from the T site were below the limit of quantification (LOQ, 1.0 ¬µg/kg) in most pollen and nectar samples collected by bees and 1.4 ¬± 0.5 ¬µg/kg in honey taken from honey bee colonies. In summary, the study provides reliable semi-field and field data of clothianidin residues in nectar and pollen collected by different bee species in oilseed rape fields under common agricultural conditions. ¬© 2016, The Author(s).",2016///,2016,10.1007/s10646-016-1723-x,25.0,9.0,1691,1701,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988632551&doi=10.1007%2fs10646-016-1723-x&partnerID=40&md5=88ef99b0498011c298dd11ef780afc99,Scopus,,0,,0,79
12,JOUR,Chronic exposure to a neonicotinoid pesticide alters the interactions between bumblebees and wild plants,"['Stanley, DA', 'Raine, NE']",FUNCTIONAL ECOLOGY,"Insect pollinators are essential for both the production of a large proportion of world crops and the health of natural ecosystems. As important pollinators, bumblebees must learn to forage on flowers to feed both themselves and provision their colonies. Increased use of pesticides has caused concern over sublethal effects on bees, such as impacts on reproduction or learning ability. However, little is known about how sublethal exposure to field-realistic levels of pesticide might affect the ability of bees to visit and manipulate flowers. We observed the behaviour of individual bumblebees from colonies chronically exposed to a neonicotinoid pesticide (10ppb thiamethoxam) or control solutions foraging for the first time on an array of morphologically complex wildflowers (Lotus corniculatus and Trifolium repens) in an outdoor flight arena. We found that more bees released from pesticide-treated colonies became foragers, and that they visited more L.corniculatus flowers than controls. Interestingly, bees exposed to pesticide collected pollen more often than controls, but control bees learnt to handle flowers efficiently after fewer learning visits than bees exposed to pesticide. There were also different initial floral preferences of our treatment groups; control bees visited a higher proportion of T.repens flowers, and bees exposed to pesticide were more likely to choose L.corniculatus on their first visit. Our results suggest that the foraging behaviour of bumblebees on real flowers can be altered by sublethal exposure to field-realistic levels of pesticide. This has implications for the foraging success and persistence of bumblebee colonies, but perhaps more importantly for the interactions between wild plants and flower-visiting insects and ability of bees to deliver the crucial pollination services to plants necessary for ecosystem functioning.",2016/07//undefined,2016,10.1111/1365-2435.12644,30.0,7.0,1132,1139,0269-8463,WOS:000379978100012,,,,,,,0,,0,80
71,JOUR,Phylogenomic and functional characterization of an evolutionary conserved cytochrome P450-based insecticide detoxification mechanism in bees,"['Haas, J.', 'Hayward, A.', 'Buer, B.', 'Maiwald, F.', 'Nebelsiek, B.', 'Glaubitz, J.', 'Bass, C.', 'Nauen, R.']",Proceedings of the National Academy of Sciences of the United States of America,"The regulatory process for assessing the risks of pesticides to bees relies heavily on the use of the honeybee, Apis mellifera, as a model for other bee species. However, the validity of using A. mellifera as a surrogate for other Apis and non-Apis bees in pesticide risk assessment has been questioned. Related to this line of research, recent work on A. mellifera has shown that specific P450 enzymes belonging to the CYP9Q subfamily act as critically important determinants of insecticide sensitivity in this species by efficiently detoxifying certain insecticide chemotypes. However, the extent to which the presence of functional orthologs of these enzymes is conserved across the diversity of bees is unclear. Here we used a phylogenomic approach to identify > 100 putative CYP9Q functional orthologs across 75 bee species encompassing all major bee families. Functional analysis of 26 P450s from 20 representative bee species revealed that P450-mediated detoxification of certain systemic insecticides, including the neonicotinoid thiacloprid and the butenolide flupyradifurone, is conserved across all major bee pollinator families. However, our analyses also reveal that CYP9Q-related genes are not universal to all bee species, with some Megachilidae species lacking such genes. Thus, our results reveal an evolutionary conserved capacity to metabolize certain insecticides across all major bee families while identifying a small number of bee species where this function may have been lost. Furthermore, they illustrate the potential of a toxicogenomic approach to inform pesticide risk assessment for nonmanaged bee species by predicting the capability of bee pollinator species to break down synthetic insecticides. copyright ¬© 2022 the Author(s).",2022///,2022,10.1073/pnas.2205850119,119.0,26.0,,,,,"['animal', 'animal cell', 'Animals', 'Article', 'bee', 'bee pollination', 'Bees', 'biochemical analysis', 'bioinformatics', 'Biological Evolution', 'butenolide', 'controlled study', 'Cytochrome P-450 Enzyme System', 'cytochrome P450', 'cytochrome P450 family 3', 'detoxification', 'evolution', 'gene identification', 'gene locus', 'gene sequence', 'genetic analysis', 'genetic conservation', 'genetics', 'insecticide', 'Insecticides', 'Megachilidae', 'metabolism', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'orthology', 'P450', 'pesticide', 'Pesticides', 'phylogenomics', 'phylogeny', 'Phylogeny', 'pollinator', 'prediction', 'risk assessment', 'species identification', 'synteny', 'thiacloprid', 'toxicogenomics']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132610042&doi=10.1073%2fpnas.2205850119&partnerID=40&md5=579780eeca3117a78142229699456780,Scopus,,0,,0,81
33,JOUR,High-throughput monitoring of wild bee diversity and abundance via mitogenomics,"['Tang, M', 'Hardman, CJ', 'Ji, YQ', 'Meng, GL', 'Liu, SL', 'Tan, MH', 'Yang, SZ', 'Moss, ED', 'Wang, JX', 'Yang, CX', 'Bruce, C', 'Nevard, T', 'Potts, SG', 'Zhou, X', 'Yu, DW']",METHODS IN ECOLOGY AND EVOLUTION,"1. Bee populations and other pollinators face multiple, synergistically acting threats, which have led to population declines, loss of local species richness and pollination services, and extinctions. However, our understanding of the degree, distribution and causes of declines is patchy, in part due to inadequate monitoring systems, with the challenge of taxonomic identification posing a major logistical barrier. Pollinator conservation would benefit from a high-throughput identification pipeline. 2. We show that the metagenomic mining and resequencing of mitochondrial genomes (mitogenomics) can be applied successfully to bulk samples of wild bees. We assembled the mitogenomes of 48 UK bee species and then shotgun-sequenced total DNA extracted from 204 whole bees that had been collected in 10 pan-trap samples from farms in England and been identified morphologically to 33 species. Each sample data set was mapped against the 48 reference mitogenomes. 3. The morphological and mitogenomic data sets were highly congruent. Out of 63 total species detections in the morphological data set, the mitogenomic data set made 59 correct detections (93.7% detection rate) and detected six more species (putative false positives). Direct inspection and an analysis with species-specific primers suggested that these putative false positives were most likely due to incorrect morphological IDs. Read frequency significantly predicted species biomass frequency (R-2 = 24.9%). Species lists, biomass frequencies, extrapolated species richness and community structure were recovered with less error than in a metabarcoding pipeline. 4. Mitogenomics automates the onerous task of taxonomic identification, even for cryptic species, allowing the tracking of changes in species richness and distributions. A mitogenomic pipeline should thus be able to contain costs, maintain consistently high-quality data over long time series, incorporate retrospective taxonomic revisions and provide an auditable evidence trail. Mitogenomic data sets also provide estimates of species counts within samples and thus have potential for tracking population trajectories.",2015/09//,2015,10.1111/2041-210X.12416,6.0,9.0,2041-210X,WOS:000362916100007,1034,1043,,,,,,,0,,0,82
77,JOUR,"Recent and future declines of a historically widespread pollinator linked to climate, land cover, and pesticides","['Janousek, WM', 'Douglas, MR', 'Cannings, S', 'Clement, MA', 'Delphia, CM', 'Everett, JG', 'Hatfield, RG', 'Keinath, DA', 'Koch, JBU', 'McCabe, LM', 'Mola, JM', 'Ogilvie, JE', 'Rangwala, I', 'Richardson, LL', 'Rohde, AT', 'Strange, JP', 'Tronstad, LM', 'Graves, TA']",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"The acute decline in global biodiversity includes not only the loss of rare species, but also the rapid collapse of common species across many different taxa. The loss of pollinating insects is of particular concern because of the ecological and economic values these species provide. The western bumble bee (Bombus occidentalis) was once common in western North America, but this species has become increasingly rare through much of its range. To understand potential mechanisms driving these declines, we used Bayesian occupancy models to investigate the effects of climate and land cover from 1998 to 2020, pesticide use from 2008 to 2014, and projected expected occupancy under three future scenarios. Using 14,457 surveys across 2.8 million km2 in the western United States, we found strong negative relationships between increasing temperature and drought on occupancy and identified neonicotinoids as the pesticides of greatest negative influence across our study region. The mean predicted occupancy declined by 57% from 1998 to 2020, ranging from 15 to 83% declines across 16 ecoregions. Even under the most optimistic scenario, we found continued declines in nearly half of the ecoregions by the 2050s and mean declines of 93% under the most severe scenario across all ecoregions. This assessment underscores the tenuous future of B. occidentalis and demonstrates the scale of stressors likely contributing to rapid loss of related pollinator species throughout the globe. Scaled-up, international species-monitoring schemes and improved integra-tion of data from formal surveys and community science will substantively improve the understanding of stressors and bumble bee population trends.",2023/01/31/,2023,10.1073/pnas.2211223120,120.0,5.0,0027-8424,WOS:001167988000001,,,,,"['animal', 'Animals', 'Article', 'Bayes theorem', 'Bayes Theorem', 'bee', 'Bees', 'biodiversity', 'Biodiversity', 'biodiversity loss', 'bumble bees', 'climate', 'Climate', 'climate change', 'drought', 'environmental temperature', 'insect', 'insect declines', 'Insecta', 'land use', 'neonicotinoid', 'neonicotinoids', 'pesticide', 'Pesticides', 'pollinator', 'seasonal variation', 'trend study', 'United States', 'vegetation']",,,,0,,0,83
51,JOUR,"Long-term field-realistic exposure to a next-generation pesticide, flupyradifurone, impairs honey bee behaviour and survival","['Tosi, S', 'Nieh, JC', 'Brandt, A', 'Colli, M', 'Fourrier, J', 'Giffard, H', 'Hern√°ndez-L√≥pez, J', 'Malagnini, V', 'Williams, GR', 'Simon-Delso, N']",COMMUNICATIONS BIOLOGY,"The assessment of pesticide risks to insect pollinators have typically focused on short-term, lethal impacts. The environmental ramifications of many of the world's most commonly employed pesticides, such as those exhibiting systemic properties that can result in long-lasting exposure to insects, may thus be severely underestimated. Here, seven laboratories from Europe and North America performed a standardised experiment (a ring-test) to study the long-term lethal and sublethal impacts of the relatively recently approved 'bee safe' butenolide pesticide flupyradifurone (FPF, active ingredient in Sivanto((R))) on honey bees. The emerging contaminant, FPF, impaired bee survival and behaviour at field-realistic doses (down to 11ng/bee/day, corresponding to 400 mu g/kg) that were up to 101-fold lower than those reported by risk assessments (1110ng/bee/day), despite an absence of time-reinforced toxicity. Our findings raise concerns about the chronic impact of pesticides on pollinators at a global scale and support a novel methodology for a refined risk assessment. Tosi and colleagues perform a large, multinational experiment on honey bees, encompassing multiple subspecies, to assess the short- and long-term effects of a next-generation pesticide, flupyradifurone, on this key pollinator species. Their findings indicate that this ""bee safe"" pesticide impairs survival and behaviour at real-world exposure levels.",2021/06/28/,2021,10.1038/s42003-021-02336-2,4.0,1.0,,,2399-3642,WOS:000669939600002,"['animal', 'Animals', 'bee', 'Bees', 'pollination', 'animal behavior', 'pesticide', 'Pesticides', 'Pollination', 'drug effect', 'physiology', 'pyridine derivative', 'Pyridines', 'Behavior, Animal', '4-Butyrolactone', 'flupyradifurone', 'gamma butyrolactone']",,,,,,0,,0,84
96,JOUR,Thiamethoxam: Long-term effects following honey bee colony-level exposure and implications for risk assessment,"['Thompson, H.', 'Overmyer, J.', 'Feken, M.', 'Ruddle, N.', 'Vaughan, S.', 'Scorgie, E.', 'Bocksch, S.', 'Hill, M.']",Science of the Total Environment,"Neonicotinoid insecticides have been used in a wide range of crops through seed treatment, soil and foliar applications and a large database exists on both their lethal and sub-lethal effects on honey bees under controlled laboratory conditions. However, colony-level studies on the effects of neonicotinoids in field studies are limited, primarily due to their complexity and the resources required. This paper reports the combined results of two large-scale colony-feeding studies, each with 6 weeks of continuous dosing of 12 colonies per treatment (24 control) to 12.5, 25, 37.5, 50 or 100 ng thiamethoxam/g sucrose solution. Exposure continued beyond dosing with residues present in stored nectar and bee-bread. The studies were conducted in an area with limited alternative forage and colonies were required to forage for pollen and additional nectar The studies provide colony-level endpoints: significant effects (reductions in bees, brood) were observed after exposure to the two highest dose rates, colony loss occurred at the highest dose rate, but colonies were able to recover (2‚Äì3 brood cycles after the end of dosing) after dosing with 50 ng thiamethoxam/g sucrose. No significant colony-level effects were observed at lower dose rates. The data reported here support the conclusions of previous colony-level crop-based field studies with thiamethoxam, in which residues in pollen and nectar were an order of magnitude below the colony-level NOEC of 37.5 ng thiamethoxam/g sucrose. The feeding study data are also compared to the outcomes of regulatory Tier 1 risk assessments conducted using guidance provided by the USA, Canada, Brazil and the EU regulatory authorities. We propose an adaptation of the European chronic adult bee risk assessment that takes into account the full dataset generated in laboratory studies while still providing an order of magnitude of safety compared with the colony feeding study NOEC. ¬© 2018 Elsevier B.V.",2019///,2019,10.1016/j.scitotenv.2018.11.003,654.0,,60,71,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056237606&doi=10.1016%2fj.scitotenv.2018.11.003&partnerID=40&md5=bbef8fd5346466fdb0cdd3bc81dbf2f0,Scopus,,0,,0,85
88,JOUR,Susceptibility of Megachile rotundata to insecticides used in wild blueberry production in Atlantic Canada,"['Gradish, A.E.', 'Scott-Dupree, C.D.', 'Cutler, G.C.']",Journal of Pest Science,"The alfalfa leafcutting bee, Megachile rotundata (Fabricius), is a valuable wild and managed pollinator of lowbush blueberry (syn. 'wild blueberry', Vaccinium angustifolium Ait.), in Atlantic Canada. As some insecticides may present a hazard to pollinators, we assessed the susceptibility of M. rotundata to insecticides used or projected for future use in lowbush blueberry pest management. In topical direct contact bioassays, adults were susceptible to phosmet, spinosad, spinetoram, and deltamethrin. Based on findings from these laboratory studies, it appears that when used at recommended or projected application rates, each of these compounds poses a hazard to M. rotundata by direct contact. In a second experiment, eggs and larvae were collected in the field and their pollen provisions were treated with deltamethrin, flubendiamide, and spinetoram at field relevant concentrations. Larvae treated with deltamethrin and spinetoram in the laboratory either died before spinning a cocoon or, in the case of spinetoram, occasionally pupated without spinning a cocoon. Flubendiamide was not toxic to adult M. rotundata by direct contact and had no effect on larval survivorship, or time to complete cocoon spinning. Emergence after overwintering was relatively poor overall, but there was no effect of treatment. Based on these results, flubendiamide appears safe to use in the presence of M. rotundata, whereas the other insecticides we tested may pose a hazard. ¬© 2011 Springer-Verlag.",2012///,2012,10.1007/s10340-011-0391-0,85.0,1.0,,,133,140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857652083&doi=10.1007%2fs10340-011-0391-0&partnerID=40&md5=94b8475e7369663b7390f2cd5b201bbe,Scopus,,,,,0,,0,86
20,JOUR,Effects of exposure to winter oilseed rape grown from thiamethoxam-treated seed on the red mason bee Osmia bicornis,"['Ruddle, N.', 'Elston, C.', 'Klein, O.', 'Hamberger, A.', 'Thompson, H.']",Environmental Toxicology and Chemistry,"There has been increasing interest in the effects of neonicotinoid insecticides on wild bees. In solitary bee species the direct link between each individual female and reproductive success offers the opportunity to evaluate effects on individuals. The present study investigated effects of exposure to winter oilseed rape grown from thiamethoxam-treated seed on reproductive behavior and output of solitary red mason bees (Osmia bicornis) released in 6 pairs of fields over a 2-yr period and confined to tunnels in a single year. After adjustment to the number of females released, there was significantly lower production of cells and cocoons/female in tunnels than in open field conditions. This difference may be because of the lack of alternative forage within the tunnels. Under open field conditions, palynology of the pollen provisions within the nests demonstrated a maximum average of 31% oilseed rape pollen at any site, with Quercus (oak) contributing up to 86% of the pollen. There were no significant effects from exposure to oilseed rape grown from thiamethoxam-treated seed from nest establishment through cell production to emergence under tunnel or field conditions. Environ Toxicol Chem 2018;37:1071‚Äì1083. ¬© 2017 SETAC. ¬© 2017 SETAC",2018///,2018,10.1002/etc.4034,37.0,4.0,1071,1083,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044602288&doi=10.1002%2fetc.4034&partnerID=40&md5=477385b46b745b8560a8040051736b3f,Scopus,,0,,0,87
23,JOUR,"Effects, but no interactions, of ubiquitous pesticide and parasite stressors on honey bee (Apis mellifera) lifespan and behaviour in a colony environment","['Retschnig, G.', 'Williams, G.R.', 'Odemer, R.', 'Boltin, J.', 'Di Poto, C.', 'Mehmann, M.M.', 'Retschnig, P.', 'Winiger, P.', 'Rosenkranz, P.', 'Neumann, P.']",Environmental Microbiology,"Interactions between pesticides and parasites are believed to be responsible for increased mortality of honey bee (Apis mellifera) colonies in the northern hemisphere. Previous efforts have employed experimental approaches using small groups under laboratory conditions to investigate influence of these stressors on honey bee physiology and behaviour, although both the colony level and field conditions play a key role for eusocial honey bees. Here, we challenged honey bee workers under in vivo colony conditions with sublethal doses of the neonicotinoid thiacloprid, the miticide tau-fluvalinate and the endoparasite Nosema ceranae, to investigate potential effects on longevity and behaviour using observation hives. In contrast to previous laboratory studies, our results do not suggest interactions among stressors, but rather lone effects of pesticides and the parasite on mortality and behaviour, respectively. These effects appear to be weak due to different outcomes at the two study sites, thereby suggesting that the role of thiacloprid, tau-fluvalinate and N.ceranae and interactions among them may have been overemphasized. In the future, investigations into the effects of honey bee stressors should prioritize the use of colonies maintained under a variety of environmental conditions in order to obtain more biologically relevant data. ¬© 2015 Society for Applied Microbiology and John Wiley & Sons Ltd.",2015///,2015,10.1111/1462-2920.12825,17.0,11.0,4322,4331,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949312861&doi=10.1111%2f1462-2920.12825&partnerID=40&md5=c2fdfb7c8488627cb1c1545042677ba3,Scopus,,0,,0,88
44,JOUR,Influence of pesticide residues on honey bee (Hymenoptera: Apidae) colony health in France,"['Chauzat, M.-P.', 'Carpentier, P.', 'Martel, A.-C.', 'Bougeard, S.', 'Cougoule, N.', 'Porta, P.', 'Lachaize, J.', 'Madec, F.', 'Aubert, M.', 'Faucon, J.-P.']",Environmental Entomology,"A 3-yr field survey was carried out in France, from 2002 to 2005, to study honey bee (Apis mellifera L.) colony health in relation to pesticide residues found in the colonies. This study was motivated by recent massive losses of honey bee colonies, and our objective was to examine the possible relationship between low levels of pesticide residues in apicultural matrices (honey, pollen collected by honey bees, beeswax) and colony health as measured by colony mortality and adult and brood population abundance. When all apicultural matrices were pooled together, the number of pesticide residue detected per sampling period (four sampling periods per year) and per apiary ranged from 0 to 9, with the most frequent being two (29.6%). No pesticide residues were detected during 12.7% of the sampling periods. Residues of imidacloprid and 6-chloronicotinic acid were the most frequently detected in pollen loads, honey, and honey bee matrices. Several pairs of active ingredients were present concurrently within honey bees and in pollen loads but not in beeswax and honey samples. No statistical relationship was found between colony mortality and pesticide residues. When pesticide residues from all matrices were pooled together, a mixed model analysis did not show a significant relationship between the presence of pesticide residues and the abundance of brood and adults, and no statistical relationship was found between colony mortality and pesticide residues. Thus, although certain pesticide residues were detected in apicultural matrices and occasionally with another pesticide residual, more work is needed to determine the role these residues play in affecting colony health. ¬© 2009 Entomological Society of America.",2009///,2009,10.1603/022.038.0302,38.0,3.0,514,523,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049095951&doi=10.1603%2f022.038.0302&partnerID=40&md5=d9a55020027938b6d28b16c8bcfd49da,Scopus,,0,,0,89
84,JOUR,Sub-lethal doses of sulfoxaflor impair honey bee homing ability,"['Capela, N.', 'Sarmento, A.', 'Sim√µes, S.', 'Azevedo-Pereira, H.M.V.S.', 'Sousa, J.P.']",Science of the Total Environment,"Agricultural intensification has increased the number of stressors that pollinators are exposed to. Besides increasing landscape fragmentation that limit the supply of flower resources, intensive agricultural practices relying on the use of pesticides to control agricultural pests also affect non-target organisms like honey bees. The use of most pesticides containing neonicotinoids has been severely restricted in the European Union, leaving pesticides containing acetamiprid as the only ones that are still authorized. In the meantime, new substances like sulfoxaflor, that have a similar mode of action acting on the insect's nicotinic acetylcholine receptors (nAChR), have been approved for agricultural use. In Europe and USA, the use of pesticides containing this active ingredient is limited due to toxic effects already reported on bees, but no restrictions regarding this matter were applied in other countries (e.g., Brazil). In this study, homing ability tests with acetamiprid and sulfoxaflor were performed, in which honey bees were fed with three sub-lethal doses from each substance. After exposure, each honey bee was equipped with an RFID chip and released 1 km away from the colony to evaluate their homing ability. No significant effects were detected in honey bees fed with 32, 48 and 61 ng of acetamiprid while a poor performance on their homing ability, with only 28% of them reaching the colony instead of 75%, was detected at a 26 ng/a.s./bee dose of sulfoxaflor. Although, both pesticides act on the nAChR, the higher sulfoxaflor toxicity might be related with the honey bees detoxifying mechanisms, which are more effective on cyano-based neonicotinoids (i.e., acetamiprid) than sulfoximines. With this study we encourage the use of homing ability tests to be a suitable candidate to integrate the future risk assessment scheme, providing valuable data to models predicting effects on colony health that emerge from the individual actions of each bee. ¬© 2022 Elsevier B.V.",2022///,2022,10.1016/j.scitotenv.2022.155710,837.0,,,,,,"['acetamiprid', 'Acetylcholine receptor', 'agricultural intensification', 'Agriculture', 'animal', 'Animals', 'Apis melifera', 'Article', 'bee', 'Bees', 'controlled study', 'detoxification', 'Eco-toxicology', 'ecotoxicology', 'Ecotoxicology', 'Europe', 'experimental study', 'Field experiment', 'Field experiments', 'Food products', 'Health risks', 'homing behavior', 'Homing failure', 'Honey bee', 'honeybee', 'insecticide', 'Insecticides', 'Lethal dose', 'neonicotinoid', 'Neonicotinoids', 'Nicotinic acetylcholine', 'nicotinic receptor', 'nonhuman', 'organism colony', 'pesticide', 'pesticide application', 'Pesticide exposure', 'Pesticides', 'Pesticides exposures', 'pollinator', 'pollution exposure', 'population exposure', 'prediction', 'pyridine derivative', 'Pyridines', 'radiofrequency identification', 'Receptors, Nicotinic', 'risk assessment', 'Risk assessment', 'sublethal dose', 'sublethal effect', 'sulfoxaflor', 'Sulfur Compounds', 'sulfur derivative', 'unclassified drug', 'United States']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130185757&doi=10.1016%2fj.scitotenv.2022.155710&partnerID=40&md5=ff6f430cc716ab62cc8cba0390be93e9,Scopus,,0,,0,90
10,JOUR,Chemical Stimulants and Stressors Impact the Outcome of Virus Infection and Immune Gene Expression in Honey Bees (Apis mellifera),"['Parekh, F.', 'Daughenbaugh, K.F.', 'Flenniken, M.L.']",Frontiers in Immunology,"Western honey bees (Apis mellifera) are ecologically, agriculturally, and economically important plant pollinators. High average annual losses of honey bee colonies in the US have been partially attributed to agrochemical exposure and virus infections. To examine the potential negative synergistic impacts of agrochemical exposure and virus infection, as well as the potential promise of phytochemicals to ameliorate the impact of pathogenic infections on honey bees, we infected bees with a panel of viruses (i.e., Flock House virus, deformed wing virus, or Sindbis virus) and exposed to one of three chemical compounds. Specifically, honey bees were fed sucrose syrup containing: (1) thyme oil, a phytochemical and putative immune stimulant, (2) fumagillin, a beekeeper applied fungicide, or (3) clothianidin, a grower-applied insecticide. We determined that virus abundance was lower in honey bees fed 0.16 ppm thyme oil augmented sucrose syrup, compared to bees fed sucrose syrup alone. Parallel analysis of honey bee gene expression revealed that honey bees fed thyme oil augmented sucrose syrup had higher expression of key RNAi genes (argonaute-2 and dicer-like), antimicrobial peptide expressing genes (abaecin and hymenoptaecin), and vitellogenin, a putative honey bee health and age indicator, compared to bees fed only sucrose syrup. Virus abundance was higher in bees fed fumagillin (25 ppm or 75 ppm) or 1 ppb clothianidin containing sucrose syrup relative to levels in bees fed only sucrose syrup. Whereas, honey bees fed 10 ppb clothianidin had lower virus levels, likely because consuming a near lethal dose of insecticide made them poor hosts for virus infection. The negative impact of fumagillin and clothianidin on honey bee health was indicated by the lower expression of argonaute-2, dicer-like, abaecin, and hymenoptaecin, and vitellogenin. Together, these results indicate that chemical stimulants and stressors impact the outcome of virus infection and immune gene expression in honey bees. Copyright ¬© 2021 Parekh, Daughenbaugh and Flenniken.",2021///,2021,10.3389/fimmu.2021.747848,12.0,,,,,,"['adult', 'animal', 'Animals', 'Apis mellifera', 'argonaute 2 protein', 'Article', 'bee', 'beekeeper', 'Bees', 'BHK-21 cell line', 'chemical stimulation', 'clothianidin', 'complementary DNA', 'controlled study', 'cyclohexane derivative', 'Cyclohexanes', 'deformed wing virus', 'dicer', 'Drosophila melanogaster', 'drug effect', 'eye color', 'Fatty Acids, Unsaturated', 'female', 'Flock house virus', 'food intake', 'fumagillin', 'fungicide', 'gene expression', 'Gene Expression', 'green fluorescent protein', 'guanidine derivative', 'Guanidines', 'heat shock protein', 'heat shock protein 90', 'honey bee', 'honey bee viruses', 'immunocompetence', 'immunology', 'immunostimulating agent', 'immunostimulation', 'insect antiviral defense', 'LD50', 'lethal dose', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'observational study', 'pectate lyase', 'pesticide', 'Pesticides', 'Plant Oils', 'plaque forming unit', 'plasmid', 'pollinator', 'polypeptide antibiotic agent', 'protein expression', 'real time polymerase chain reaction', 'real time reverse transcription polymerase chain reaction', 'ribosome protein', 'RNA interference', 'RNA isolation', 'Sanger sequencing', 'sesquiterpene', 'Sesquiterpenes', 'Sindbis virus', 'thiazole derivative', 'Thiazoles', 'thyme oil', 'thymol', 'Thymol', 'Thymus (plant)', 'Thymus Plant', 'unsaturated fatty acid', 'Varroa destructor', 'vegetable oil', 'virology', 'virus cell interaction', 'Virus Diseases', 'virus infection', 'virus load', 'virus replication', 'virus transmission', 'vitellogenin']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119424616&doi=10.3389%2ffimmu.2021.747848&partnerID=40&md5=6ce717af8214299de79f4875b7186423,Scopus,,0,,0,91
91,JOUR,tau-Fluvalinate and other pesticide residues in honey bees before overwintering,"['Erban, T.', 'Vaclavikova, M.', 'Tomesova, D.', 'Halesova, T.', 'Hubert, J.']",Pest Management Science,"BACKGROUND: Pesticides have often been linked to honey bee colony losses, which occur mainly over winter. In this study, we investigated residues in nine colonies at a model agricultural research site during the period before wintering. Moreover, we applied the acaricide tau-fluvalinate to the colonies via a strip formulation. The pesticide content was determined by UHPLC-QqQ-MS/MS in bees from brood comb initially collected in mid-September immediately prior to the start of tau-fluvalinate treatment and 30 later at the time of tau-fluvalinate strip removal. RESULTS: In addition to commonly analyzed pesticides, we detected two plant growth regulators, chlormequat and metazachlor, in the bee colonies. Whereas thiacloprid, chlormequat and acetamiprid decreased after 30 days and contributed considerably to differences between sample time points, other pesticides appeared to be rather stable. Interestingly, we identified diazinon, which has been banned in the European Union since 2007. The residues of methiocarb sulfoxide and imidacloprid-urea in the absence of their parent compounds indicate historical environmental contamination that can be identified by the detection of residues in a bee colony. tau-Fluvalinate was detected only after the 30-day treatment at an average (¬± SD) concentration of 1.29 ¬± 1.93 ng/bee, ranging from 0.06 to 7.13 ng/bee. CONCLUSION: The multidimensional behavior of pesticides in a bee colony was indicated. Although the research area is used for agriculture, the measured pesticide level was relatively low. The recorded concentrations of tau-fluvalinate should not be dangerous to bees, as the values were ‚àº 200‚Äì5000-fold lower than the reported median lethal dose (LD50) values. ¬© 2019 Society of Chemical Industry. ¬© 2019 Society of Chemical Industry",2019///,2019,10.1002/ps.5446,75.0,12.0,3245,3251,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066014324&doi=10.1002%2fps.5446&partnerID=40&md5=50de8a4665b1ace96fa7a1935d03ee09,Scopus,,0,,0,92
