title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT,asreview_prior,exported_notes_1,included,asreview_ranking
Method for detection of mtDNA damages for evaluating of pesticides toxicity for bumblebees (Bombus terrestris L.),133,JOUR,"['Syromyatnikov, M.Y.', 'Gureev, A.P.', 'Starkova, N.N.', 'Savinkova, O.V.', 'Starkov, A.A.', 'Lopatin, A.V.', 'Popov, V.N.']",Pesticide Biochemistry and Physiology,"Bumblebees are important for crop pollination. Currently, the number of pollinators is decreasing worldwide, which is attributed mostly to the widespread use of pesticides. The aim of this work was to develop a method for assessing the genotoxicity of pesticides for the Bombus terrestris L. bumblebee using long-range PCR of mitochondrial DNA fragments. We have developed a panel of primers and assessed the genotoxicity of the following pesticides: imidacloprid, rotenone, deltamethrin, difenocanozole, malathion, metribuzin, penconazole, esfenvalerate, and dithianon. All pesticides (except imidacloprid) inhibited mitochondrial respiration fueled by pyruvate + malate; the strongest effect was observed for rotenone and difenocanozole. Three pesticides (dithianon, rotenone, and difenocanozole) affected the rate of H2O2 production. To study the pesticide-induced DNA damage in vitro and in vivo, we used three different mtDNA. The mtDNA damage was observed for all studied pesticides. Most of the studied pesticides caused significant damage to mtDNA in vitro and in vivo when ingested. Our results indicate that all tested pesticides, including herbicides and fungicides, can have a toxic effect on pollinators. However, the extent of pesticide-induced mtDNA damage in the flight muscles was significantly less upon the contact compared to the oral administration. © 2020 Elsevier Inc.",2020,10.1016/j.pestbp.2020.104675,169,,0,0.0,,,,0.0,0.0,,0.0,,,0.0,1.0,,,,,
Microplastic ingestion and co-exposure to Nosema ceranae and flupyradifurone reduce the survival of honey bees (Apis mellifera L.),96,JOUR,"Tiritelli, R.; Zavatta, L.; Tadei, R.; Mathias da Silva, E.C.; Sgolastra, F.; Cilia, G.",Environmental Toxicology and Pharmacology,"Bees are exposed to several threats, including pathogens (i.e. Nosema ceranae), pesticides and environmental contaminants. The new insecticide flupyradifurone, and the microplastics in the environment, have raised significant concerns on bee health. This study evaluated the simultaneous effects of microplastics, flupyradifurone, and N. ceranae on honey bee health, focusing on survival rates, N. ceranae replication, daily food consumption, and bee midgut histological alterations. Results showed a significant decrease in bee longevity across all treatments compared to the control, with the combination of flupyradifurone, microplastics, and N. ceranae having the most severe impact. Microplastics and flupyradifurone exposure also increased N. ceranae proliferation, especially in bees subjected to both stressors. Histological analysis revealed reduced regenerative cell nests in the midgut and changes in the nuclear matrix, indicating stress responses. Overall, the simultaneous presence of both biotic and abiotic stressors in nature can synergistically interact, leading to harmful effects on bees. © 2024 Elsevier B.V.",2024,10.1016/j.etap.2024.104571,111,,0,1.0,,0.0,,,0.0,0.0,0.0,,,0.0,1.0,,,,,
Missing Nurse Bees—Early Transcriptomic Switch From Nurse Bee to Forager Induced by Sublethal Imidacloprid,626,JOUR,"['Chen, Y.-R.', 'Tzeng, D.T.W.', 'Ting, C.', 'Hsu, P.-S.', 'Wu, T.-H.', 'Zhong, S.', 'Yang, E.-C.']",Frontiers in Genetics,"The environmental residue/sublethal doses of neonicotinoid insecticides are believed to generate a negative impact on pollinators, including honey bees. Here we report our recent investigation on how imidacloprid, one of the major neonicotinoids, affects worker bees by profiling the transcriptomes of various ages of bees exposed to different doses of imidacloprid during the larval stage. The results show that imidacloprid treatments during the larval stage severely altered the gene expression profiles and may induce precocious foraging. Differential expression of foraging regulators was found in 14-day-old treated adults. A high transcriptome similarity between larvae-treated 14-day-old adults and 20-day-old controls was also observed, and the similarity was positively correlated with the dose of imidacloprid. One parts per billion (ppb) of imidacloprid was sufficient to generate a long-term impact on the bee’s gene expression as severe as with 50 ppb imidacloprid. The disappearance of nurse bees may be driven not only by the hive member constitution but also by the neonicotinoid-induced precocious foraging behavior. © Copyright © 2021 Chen, Tzeng, Ting, Hsu, Wu, Zhong and Yang.",2021,10.3389/fgene.2021.665927,12,,0,,,,,,,1.0,1.0,1.0,,,,,,,,
Mitochondrial Dysfunction: A Plausible Pathway for Honeybee Colony Collapse Disorder (CCD),224,JOUR,"['Lu, CS', 'Chang, CH', 'Lemos, B', 'Zhang, Q', 'MacIntosh, D']",ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,"Neonicotinoids, the most widely used systemic insecticides in the world, have been shown to be one of the risk factors to colony collapse disorder (CCD). Although the exact underlying mechanisms of honeybee (Apis mellifera) CCD have not yet been confirmed, we postulated that mitochondrial DNA ( mtDNA) damage in honeybees resulting from sublethal neonicointoids exposure could be a plausible cause leading to malfunctioning thermoregulation. In this study, we used the relative mitochondrial DNA copy number (RmtDNAcn) as an early biomarker to elucidate the association between chronic sublethal neonicotinoids exposure and mtDNA damage in honeybees. We collected adult worker bees from hives that were either served as controls or exposed to a sub-lethal level of imidacloprid or clothianidin in three different brood generations that coincided with before, during, and after neonicotinoids treatments. Although there were no apparent adverse health effects in individual bees or the whole colony during and after neonicotinoids administration, the cumulative mtDNA damage in winter bees might have negatively impacted their hives' survival over winter due to the perturbation of energy metabolism. These results contribute to the explanation of a potential mechanism of CCD.",2020,10.1021/acs.estlett.0c00070,7,,0,0.0,0.0,0.0,,,,,0.0,,1.0,0.0,1.0,,,,,
Mixture effects of thiamethoxam and seven pesticides with different modes of action on honey bees (Aplis mellifera),486,JOUR,"['Li, W.', 'Lv, L.', 'Wang, Y.', 'Zhu, Y.-C.']",Scientific Reports,"Even though honey bees in the field are routinely exposed to a complex mixture of many different agrochemicals, few studies have surveyed toxic effects of pesticide mixtures on bees. To elucidate the interactive actions of pesticides on crop pollinators, we determined the individual and joint toxicities of thiamethoxam (THI) and other seven pesticides [dimethoate (DIM), methomyl (MET), zeta-cypermethrin (ZCY), cyfluthrin (CYF), permethrin (PER), esfenvalerate (ESF) and tetraconazole (TET)] to honey bees (Aplis mellifera) with feeding toxicity test. Results from the 7-days toxicity test implied that THI elicited the highest toxicity with a LC50 data of 0.25 (0.20–0.29) μg mL−1, followed by MET and DIM with LC50 data of 4.19 (3.58–4.88) and 5.30 (4.65–6.03) μg mL−1, respectively. By comparison, pyrethroids and TET possessed relatively low toxicities with their LC50 data from the range of 33.78 (29.12–38.39) to 1125 (922.4–1,442) μg mL−1. Among 98 evaluated THI-containing binary to octonary mixtures, 29.59% of combinations exhibited synergistic effects. In contrast, 18.37% of combinations exhibited antagonistic effects on A. mellifera. Moreover, 54.8% pesticide combinations incorporating THI and TET displayed synergistic toxicities to the insects. Our findings emphasized that the coexistence of several pesticides might induce enhanced toxicity to honey bees. Overall, our results afforded worthful toxicological information on the combined actions of neonicotinoids and current-use pesticides on honey bees, which could accelerate farther comprehend on the possible detriments of other pesticide mixtures in agro-environment. © 2023, The Author(s).",2023,10.1038/s41598-023-29837-w,13,,0,0.0,,1.0,,1.0,,,0.0,,,0.0,,,,,,
Mixture toxic effects of thiacloprid and cyproconazole on honey bees (Apis mellifera L.),487,JOUR,"['Lv, L.', 'Li, W.', 'Li, X.', 'Wang, D.', 'Weng, H.', 'Zhu, Y.-C.', 'Wang, Y.']",Science of the Total Environment,"Pesticide exposure remains one of the main factors in the population decline of insect pollinators. It is urgently necessary to assess the effects of mixtures on pollinator risk assessments because they are often exposed to numerous agrochemicals. In the present study, we explored the mixture toxic effects of thiacloprid (THI) and cyproconazole (CYP) on honey bees (Apis mellifera L.). Our findings revealed that THI possessed higher acute toxicity to A. mellifera (96-h LC50 value of 216.3 mg a.i. L−1) than CYP (96-h LC50 value of 601.4 mg a.i. L−1). It's worth noting that the mixture of THI and CYP exerted an acute synergistic effect on honey bees. At the same time, the activities of detoxification enzyme cytochrome P450s (CYP450s) and neuro target enzyme Acetylcholinesterase (AChE), as well as the expressions of seven genes (CRBXase, CYP306A1, CYP6AS14, apidaecin, defensing-2, vtg, and gp-93) associated with detoxification metabolism, immune response, development, and endoplasmic reticulum stress, were significantly altered in the combined treatment compared with the corresponding individual exposures of THI or CYP. These data indicated that a mixture of THI and CYP could disturb the physiological homeostasis of honey bees. Our study provides a theoretical basis for in-depth studies on the impacts of pesticide mixtures on the health of honey bees. Our study also provides important guidance for the rational application of pesticide mixtures to protect pollinators in agricultural production effectively. © 2023 Elsevier B.V.",2023,10.1016/j.scitotenv.2023.161700,870,,0,0.0,0.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,1.0,,,,,
"Mixtures of an insecticide, a fungicide and a herbicide induce high toxicities and systemic physiological disturbances in winter Apis mellifera honey bees",698,JOUR,"['Almasri, H.', 'Tavares, D.A.', 'Pioz, M.', 'Sené, D.', 'Tchamitchian, S.', 'Cousin, M.', 'Brunet, J.-L.', 'Belzunces, L.P.']",Ecotoxicology and Environmental Safety,"Multiple pesticides originating from plant protection treatments and the treatment of pests infecting honey bees are frequently detected in beehive matrices. Therefore, winter honey bees, which have a long life span, could be exposed to these pesticides for longer periods than summer honey bees. In this study, winter honey bees were exposed through food to the insecticide imidacloprid, the fungicide difenoconazole and the herbicide glyphosate, alone or in binary and ternary mixtures, at environmental concentrations (0 (controls), 0.1, 1 and 10 μg/L) for 20 days. The survival of the honey bees was significantly reduced after exposure to these 3 pesticides individually and in combination. Overall, the combinations had a higher impact than the pesticides alone with a maximum mortality of 52.9% after 20 days of exposure to the insecticide-fungicide binary mixture at 1 μg/L. The analyses of the surviving bees showed that these different pesticide combinations had a systemic global impact on the physiological state of the honey bees, as revealed by the modulation of head, midgut and abdomen glutathione-S-transferase, head acetylcholinesterase, abdomen glucose-6-phosphate dehydrogenase and midgut alkaline phosphatase, which are involved in the detoxification of xenobiotics, the nervous system, defenses against oxidative stress, metabolism and immunity, respectively. These results demonstrate the importance of studying the effects of chemical cocktails based on low realistic exposure levels and developing long-term tests to reveal possible lethal and adverse sublethal interactions in honey bees and other insect pollinators. © 2020 Elsevier Inc.",2020,10.1016/j.ecoenv.2020.111013,203,,0,1.0,,,1.0,,,1.0,1.0,0.0,,0.0,1.0,0.0,,,,
Modality-specific impairment of learning by a neonicotinoid pesticide,319,JOUR,"['Muth, F', 'Francis, JS', 'Leonard, AS']",BIOLOGY LETTERS,"Neonicotinoid pesticides can impair bees' ability to learn and remember information about flowers, critical for effective foraging. Although these effects on cognition may contribute to broader effects on health and performance, to date they have largely been assayed in simplified protocols that consider learning in a single sensory modality, usually olfaction. Given that real flowers display a variety of potentially useful signals, we assessed the effects of acute neonicotinoid exposure on multimodal learning in free-flying bumblebees. We found that neonicotinoid consumption differentially impacted learning of floral stimuli, impairing scent, but not colour, learning. These findings raise questions about the mechanisms by which pesticides might differentially impair sensory systems, with implications for how neonicotinoids affect multiple aspects of bee ecology.",2019,10.1098/rsbl.2019.0359,15,,0,0.0,1.0,0.0,,,,,,,,0.0,,,,,,
Modeling disruption of Apis mellifera (honey bee) odorant-binding protein function with high-affinity binders,1047,JOUR,"['Mayack, BK']",JOURNAL OF MOLECULAR RECOGNITION,"Chemical toxins pose a great threat to honey bee health because they affect memory and cognition, diminish immunity, and increase susceptibility to infection, resulting in decreased colony performance, reproduction, and survival. Although the behavioral effects of sub-lethal chemical exposure on honey bees have been intensively studied, how xenobiotics affect olfaction, at the molecular level, still needs to be elucidated. In the present work, in silico tools, such as molecular docking, binding free energy calculations, and molecular dynamics simulations are used to predict if environmental chemicals have stronger binding affinities to honey bee antennal odorant-binding protein 14 (OBP14) than the representative floral odors citralva, eugenol, and the fluorescent probe 1-N-phenylnaphthylamine. Based on structural analysis, 21 chemicals from crop pesticides, household appliances, cosmetics, food, public health-related products, and other sources, many of which are pervasive in the hive environment, have higher binding affinities than the floral odors. These results suggest that chemical exposures are likely to interfere with the honey bee's sense of smell and this disruptive mechanism may be responsible for the lower associative learning and memory based on olfaction found in bees exposed to pesticides. Moreover, bees mainly rely on olfactory cues to perceive their environment and orient themselves as well as to discriminate and identify their food, predators, nestmates, and diseased individuals that need to be removed with hygienic behavior. In summary, sub-lethal exposure to environmental toxins can contribute to colony collapse in several ways from the disruption of proper olfaction functioning.",2023,10.1002/jmr.3008,36,,0,0.0,,0.0,,,,,0.0,1.0,,0.0,,,,,,
Modified neonicotinoid insecticide with bi-directional selective toxicity and drug resistance,299,JOUR,"['Zhao, Y.', 'Li, Y.']",Ecotoxicology and Environmental Safety,"A three-dimensional quantitative structure–activity relationship (3D-QSAR) model was established based on the molecular structures and the negative logarithm of experimental lethal concentration 50 values (pLC50) of neonicotinoid insecticides. Then, the mechanisms of bi-directional selective toxic effects and drug resistance were determined using homology modeling and molecular docking analyses. The results of the model showed that the 1-, 2-, 4-, and 12- positions of neonicotinoid insecticides strongly affected their toxicity, and that the introduction of bulky or electropositive groups at these positions could increase the pLC50 values. Using Compound 19 as a template, we designed 37 derivatives with greater toxicity (increased by 0.04–11.45%). Among them, 20 derivatives had bioconcentrations lower than that of Compound 19 (reduced by 0.38–147.88%). Further screening of Compound 19 and the 20 derivatives mentioned above by homology modeling and acetylcholine receptors (AChRs) molecular docking analyses showed that 10 derivatives had bi-directional selective toxic effects against pests and bees. Further docking analyses of Compound 19 and these 10 derivatives identified that Derivative-33 showed decreased docking with superoxide dismutase (SOD) and glutathione S transferase (GST) in pests and enhanced docking with these enzymes in bees, indicating bi-directional selective resistance for pests and bees. Accordingly, Derivative-33 was selected as a new insecticide with high toxicity to pests and low toxicity to bees (bi-directional selective toxicity), low resistance in pest populations, and high resistance in bee populations. This study provides valuable reference data and will be useful for the development of strategies to produce new environmentally friendly pesticides. © 2018 Elsevier Inc.",2018,10.1016/j.ecoenv.2018.08.055,164,,0,0.0,,1.0,,0.0,,,0.0,1.0,,0.0,,,,,,
Modulation by neonicotinoids of honeybee α1/chicken β2 hybrid nicotinic acetylcholine receptors expressed in Xenopus laevis oocytes,351,JOUR,"['Shigetou, S.', 'Shimada, S.', 'Makoto, I.', 'Matsuda, K.']",Pesticide Biochemistry and Physiology,"Neonicotinoids targeting insect nicotinic acetylcholine (ACh) receptors (insect nAChRs) are used for crop protection, but there is a concern about adverse effects on pollinators such as honeybees (Apis mellifera). Thus, we investigated the agonist actions of neonicotinoids (imidacloprid, thiacloprid and clothianidin) on A. mellifera α1 (Amα1)/chicken β2 hybrid nAChRs in Xenopus laevis oocytes according to the subunit stoichiometry of (Amα1)3(β2)2 and (Amα1)2(β2)3 using voltage-clamp electrophysiology. ACh activated (Amα1)3(β2)2 and (Amα1)2(β2)3 nAChRs with similar current amplitude. We investigated the agonist activity of imidacloprid, thiacloprid and clothianidin for the two hybrid nAChRs and found that: 1) imidacloprid showed higher affinity than clothianidin, whereas clothianidin showed higher efficacy than imidacloprid for the nAChRs; 2) Thiacloprid showed the highest agonist affinity and the lowest efficacy for the nAChRs. The Amα1/β2 subunit ratio influenced the efficacy of imidacloprid and thiacloprid, but hardly affected that of clothianidin. Hydrogen bond formation by the NH group in clothianidin with the main chain carbonyl of the loop B may account, at least in part, for the unique agonist actions of clothianidin on the hybrid nAChRs tested. © 2020 Elsevier Inc.",2020,10.1016/j.pestbp.2020.02.011,166,,0,,,,,,,,1.0,1.0,,,,,,,,
Molecular Effects of Neonicotinoids in Honey Bees (Apis mellifera),888,JOUR,"['Christen, V.', 'Mittner, F.', 'Fent, K.']",Environmental Science and Technology,"Neonicotinoids are implicated in the decline of bee populations. As agonists of nicotinic acetylcholine receptors, they disturb acetylcholine receptor signaling leading to neurotoxicity. Several behavioral studies showed the link between neonicotinoid exposure and adverse effects on foraging activity and reproduction. However, molecular effects underlying these effects are poorly understood. Here we elucidated molecular effects at environmental realistic levels of three neonicotinoids and nicotine, and compared laboratory studies to field exposures with acetamiprid. We assessed transcriptional alterations of eight selected genes in caged honey bees exposed to different concentrations of the neonicotinoids acetamiprid, clothianidin, imidacloporid, and thiamethoxam, as well as nicotine. We determined transcripts of several targets, including nicotinic acetylcholine receptor α 1 and α 2 subunit, the multifunctional gene vitellogenin, immune system genes apidaecin and defensin-1, stress-related gene catalase and two genes linked to memory formation, pka and creb. Vitellogenin showed a strong increase upon neonicotinoid exposures in the laboratory and field, while creb and pka transcripts were down-regulated. The induction of vitellogenin suggests adverse effects on foraging activity, whereas creb and pka down-regulation may be implicated in decreased long-term memory formation. Transcriptional alterations occurred at environmental concentrations and provide an explanation for the molecular basis of observed adverse effects of neonicotinoids to bees. (Figure Presented). © 2016 American Chemical Society.",2016,10.1021/acs.est.6b00678,50,,0,0.0,0.0,,,0.0,,1.0,1.0,1.0,,0.0,1.0,,,,,
Molecular and functional characaterization of the novel odorant-binding protein gene AccOBP10 from Apis cerana cerana,485,JOUR,"['Guo, DZ', 'Hao, CH', 'Cui, XP', 'Wang, Y', 'Liu, ZG', 'Xu, BH', 'Guo, XQ']",JOURNAL OF BIOCHEMISTRY,"Odorant-binding proteins (OBPs) play an important role in odour perception and transport in insects. However, little is known about whether OBPs perform other functions in insects, particularly in Apis cerana cerana. Within this study, an OBP gene (AccOBP10) was isolated and identified from A. c. cerana. Both homology and phylogenetic relationship analyses indicated that the amino acid sequence of AccOBP10 had a high degree of sequence identity with other members of the gene family. Analysis of quantitative real-time PCR (qRT-PCR) showed that AccOBP10 mRNA was expressed at higher levels in the venom gland than in other tissues. The mRNA transcript expression of AccOBP10 was upregulated by low temperature (4 degrees C), hydrogen peroxide (H2O2), pyridaben, methomyl and imidacloprid but downregulated by heat (42 degrees C), ultraviolet light, vitamin C, mercuric chloride, cadmium chloride, paraquat and phoxim. Expression of AccOBP10 under abiotic stress was analysed by western blotting, and the results were consistent with those of qRT-PCR. And as a further study of AccOBP10 function, we demonstrated that knockdown of AccOBP10 by RNA interference could slightly increase the expression levels of some stress-related genes. Collectively, these results suggest that AccOBP10 is mainly involved in the response to stress conditions.",2021,10.1093/jb/mvaa103,169,,0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,
Molecular cloning and characterization of Hsp27.6: the first reported small heat shock protein from Apis cerana cerana,362,JOUR,"['Liu, ZH', 'Xi, DM', 'Kang, MJ', 'Guo, XQ', 'Xu, BH']",CELL STRESS & CHAPERONES,"Small heat shock proteins (sHSPs) play an important role in the cellular defense of prokaryotic and eukaryotic organisms against a variety of internal and external stressors. In this study, a cDNA clone encoding a member of the alpha-crystallin/sHSP family, termed AccHsp27.6, was isolated from Apis cerana cerana. The full-length cDNA is 1,014 bp in length and contains a 708-bp open reading frame encoding a protein of 236 amino acids with a calculated molecular weight of 27.6 kDa and an isoelectric point of 7.53. Seven putative heat shock elements and three NF-kappa B binding sites were present in the 5'-flanking region, suggesting a possible function in immunity. A semi-quantitative RT-PCR analysis indicated that AccHsp27.6 was expressed in all tested tissues and at different developmental stages. Furthermore, expression of the AccHsp27.6 transcript was induced by exposure to heat shock, H2O2, a number of different chemicals (including SO2, formaldehyde, alcohol, acetone, chloroform, and the pesticides phoxime and acetamiprid), and the microbes Staphylococcus aureus and Micrococcus luteus. In contrast, the mRNA expression could be repressed by CO2, the pesticides pyriproxyfen and cyhalothrin, and the microbes Bacillus subtilis and Pseudomonas aeruginosa. Notably, the recombinant AccHsp27.6 protein exhibited significant in vitro molecular chaperone activity and antimicrobial activity. Taken together, these results suggest that AccHsp27.6 might play an important role in the response to abiotic and biotic stresses and in immune reactions.",2012,10.1007/s12192-012-0330-x,17,,0,,0.0,,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,
Monitoring the effects of field exposure of acetamiprid to honey bee colonies in Eucalyptus monoculture plantations,540,JOUR,"['da Costa Domingues, C.E.', 'Sarmento, A.M.P.', 'Capela, N.X.J.', 'Costa, J.M.', 'Mina, R.M.R.', 'da Silva, A.A.', 'Reis, A.R.', 'Valente, C.', 'Malaspina, O.', 'Azevedo-Pereira, H.M.V.S.', 'Sousa, J.P.']",Science of the Total Environment,"Eucalyptus plantations occupy 26 % of Portuguese forested areas. Its flowers constitute important sources for bees and beekeepers take advantage of this and keep their honey bee colonies within or near the plantations for honey production. Nonetheless, these plantations are susceptible to pests, such as the eucalyptus weevil Gonipterus platensis. To control this weevil, some plantations must be treated with pesticides, which might harm non-target organisms. This study aimed to perform a multifactorial assessment of the health status and development of Apis mellifera iberiensis colonies in two similar landscape windows dominated by Eucalyptus globulus plantations - one used as control and the other with insecticide treatment. In each of the two selected areas, an apiary with five hives was installed and monitored before and after a single application of the insecticide acetamiprid (40 g a.i./ha). Colony health and development, resources use, and pesticide residues accumulation were measured. The results showed that the application of acetamiprid in this area did not alter the health status and development of the colonies. This can be explained by the low levels of residues of acetamiprid detected only in pollen and bee bread samples, ~52 fold lower than the sublethal effect threshold. This could be attributed to the low offer of resources during and after the application event and within the application area, with the consequent foraging outside the sprayed area during that period. Since exposure to pesticides in such complex landscapes seems to be dependent on the spatial and temporal distribution of resources, we highlight some key monitoring parameters and tools that are able to provide reliable information on colony development and use of resources. These tools can be easily applied and can provide a better decision-taking of pesticide application in intensive production systems to decrease the risk of exposure for honey bees. © 2022 Elsevier B.V.",2022,10.1016/j.scitotenv.2022.157030,844,,0,0.0,,0.0,,,,,,,,1.0,,,,,,
Monitoring the effects of thiamethoxam applied as a seed treatment to winter oilseed rape on the development of bumblebee (Bombus terrestris) colonies,52,JOUR,"['Thompson, H', 'Coulson, M', 'Ruddle, N', 'Wilkins, S', 'Harrington, P', 'Harkin, S']",PEST MANAGEMENT SCIENCE,"BackgroundThe development of bumblebee (Bombus terrestris audax) colonies that had foraged for 5 weeks on flowering winter oilseed rape grown from seed treated with thiamethoxam (as Cruiser OSR) was assessed (two control, one treated field). Colony development was evaluated by monitoring the colony mass, forager activity was assessed, both at the hive and within the crop, and the contribution of oilseed rape to the pollen stored within the colony was analysed. ResultsPollen collected from the treated crop contained residues of 1.0 mu g thiamethoxam kg(-1) and 3.0 mu g CGA322704 (metabolite likely equivalent to clothiandin) kg(-1), and nectar contained residues of 1.8 mu g thiamethoxam kg(-1) and no metabolite. No residues of thiamethoxam or CGA322704 were detected in samples from the control fields. Up to 93% of bumblebee collected pollen sampled from within the colonies originated from oilseed rape, and B. terrestris were observed actively foraging on all the fields. Colonies on all three fields showed similar rates of mass gain during the exposure phase and comparable production of gynes and drones. ConclusionsB. terrestris colonies placed adjacent to a field of flowering oilseed rape grown from thiamethoxam-treated seed developed at a comparable rate with colonies placed adjacent to oilseed rape grown from untreated seed. (c) 2015 Society of Chemical Industry",2016,10.1002/ps.4202,72,0.0,0,0.0,,,,0.0,,,,,,1.0,,,,,,
Multibiomarker responses after exposure to a sublethal concentration of thiamethoxam in the African honeybee (Apis mellifera intermissa),551,JOUR,"['Benchaâbane, S.', 'Ayad, A.S.', 'Loucif-Ayad, W.', 'Soltani, N.']",Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,"Thiamethoxam is an insecticide mainly used in agriculture to control insect pests. However, non-target insect species, such as honeybees, may also be impacted. In this study, adults of Apis mellifera intermissa were orally exposed under laboratory conditions to a sublethal concentration of thiamethoxam (CL25= 0.17 ng/μl) for 9 days and the effects were evaluated at the biochemical level, by monitoring specific oxidative stress and neuronal biomarkers. Results showed an increase in the antioxidant enzymes, glutatione-S-transferase (GST), catalase (CAT) and glutathione peroxidase (GPx) and in content of malondialdehyde (MDA). The activity of acetylcholinesterase (AChE) was downregulated as evidence of a neurotoxic action and no significant change was observed in glutathione (GSH). Exposure to the insecticide thiamethoxam induced oxidative stress and defense mechanisms affecting honeybee physiology. © 2022",2022,10.1016/j.cbpc.2022.109334,257,,0,,0.0,,,0.0,,1.0,1.0,1.0,,,1.0,0.0,,,,
Multiple stresses induced by chronic exposure to flupyradifurone affect honey bee physiological states,146,JOUR,"Chen, J.; Liu, Y.-J.; Wang, Q.; Zhang, L.; Yang, S.; Feng, W.-J.; Shi, M.; Gao, J.; Dai, P.-L.; Wu, Y.-Y.",Science of the Total Environment,"Flupyradifurone (FPF) has been reported to have a potential risk to terrestrial and aquatic ecosystems. In the present study, the effects of chronic FPF exposure on bees were systematically investigated at the individual behavioral, tissue, cell, enzyme activity, and the gene expression levels. Chronic exposure (14 d) to FPF led to reduced survival (12 mg/L), body weight gain (4 and 12 mg/L), and food utilization efficiency (4 and 12 mg/L). Additionally, FPF exposure (12 mg/L) impaired sucrose sensitivity and memory of bees. Morphological analysis revealed significant cellular and subcellular changes in brain neurons and midgut epithelial cells, including mitochondrial damage, nuclear disintegration, and apoptosis. FPF exposure (4 and 12 mg/L) led to oxidative stress, as evidenced by increased lipid peroxidation and alterations in antioxidant enzyme activity. Notably, gene expression analysis indicated significant dysregulation of apoptosis, immune, detoxification, sucrose responsiveness and memory-related genes, suggesting the involvement of different pathways in FPF-induced toxicity. The multiple stresses and potential mechanisms described here provide a basis for determining the intrinsic toxicity of FPF. © 2024 Elsevier B.V.",2024,10.1016/j.scitotenv.2024.173418,935,,0,0.0,,0.0,,,0.0,0.0,0.0,1.0,,0.0,1.0,,,,,
Multiple stressors interact to impair the performance of bumblebee Bombus terrestris colonies,668,JOUR,"['Botías, C.', 'Jones, J.C.', 'Pamminger, T.', 'Bartomeus, I.', 'Hughes, W.O.H.', 'Goulson, D.']",Journal of Animal Ecology,"Bumblebees are constantly exposed to a wide range of biotic and abiotic stresses which they must defend themselves against to survive. Pathogens and pesticides represent important stressors that influence bumblebee health, both when acting alone or in combination. To better understand bumblebee health, we need to investigate how these factors interact, yet experimental studies to date generally focus on only one or two stressors. The aim of this study is to evaluate how combined effects of four important stressors (the gut parasite Nosema ceranae, the neonicotinoid insecticide thiamethoxam, the pyrethroid insecticide cypermethrin and the EBI fungicide tebuconazole) interact to affect bumblebees at the individual and colony levels. We established seven treatment groups of colonies that we pulse exposed to different combinations of these stressors for 2 weeks under laboratory conditions. Colonies were subsequently placed in the field for 7 weeks to evaluate the effect of treatments on the prevalence of N. ceranae in inoculated bumblebees, expression levels of immunity and detoxification-related genes, food collection, weight gain, worker and male numbers, and production of worker brood and reproductives. Exposure to pesticide mixtures reduced food collection by bumblebees. All immunity-related genes were upregulated in the bumblebees inoculated with N. ceranae when they had not been exposed to pesticide mixtures, and bumblebees exposed to the fungicide and the pyrethroid were less likely to have N. ceranae. Combined exposure to the three-pesticide mixture and N. ceranae reduced bumblebee colony growth, and all treatments had detrimental effects on brood production. The groups exposed to the neonicotinoid insecticide produced 40%–76% fewer queens than control colonies. Our findings show that exposure to combinations of stressors that bumblebees frequently come into contact with have detrimental effects on colony health and performance and could therefore have an impact at the population level. These results also have significant implications for current practices and policies for pesticide risk assessment and use as the combinations tested here are frequently applied simultaneously in the field. Understanding the interactions between different stressors will be crucial for improving our ability to manage bee populations and for ensuring pollination services into the future. © 2020 British Ecological Society",2021,10.1111/1365-2656.13375,90,,0,1.0,,,0.0,,,1.0,0.0,1.0,,1.0,,,,,,
