title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT
Spinosad toxicity to pollinators and associated risk,1020,JOUR,"['Mayes, M.A.', 'Thompson, G.D.', 'Husband, B.', 'Miles, M.M.']",Reviews of Environmental Contamination and Toxicology,"Spinosad is a natural insecticide derived from an actinomycete bacterium species, Saccharopolyspora spinosa (Mertz and Yao 1990), that displays the efficacy of a synthetic insecticide. It consists of the two most active metabolites, designated spinosyn A and D. Both spinosyns are readily degraded in moist aerobic soil, and field dissipation, which is quite rapid (half-life, 0.3-0.5 d) can be attributed to photolysis or a combination of metabolism and photolysis. Spinosad causes neurological effects in insects that are consistent with the general activation of nicotinic acetylcholine receptors but by a mechanism that is novel among known insecticide compounds. Spinosad has a high level of efficacy for lepidopteran larvae, as well as some Diptera, Coleoptera, Thysanoptera, and Hymenoptera, but has limited to no activity to other insects and exhibits low toxicity to mammals and other wildlife. Although Spinosad has low toxicity to most beneficial insects, initial acute laboratory tests indicated that Spinosad is intrinsically toxic to pollinators. The hazard of Spinosad to bees was evaluated using a tiered approach. Initial acute laboratory exposures were conducted, followed by toxicity of residues of spinosad on treated foliage, greenhouse studies to assess acute as well as chronic toxicity, confined field assessments, and finally full field studies using a variety of crops under typical use conditions. These data were used to assess the potential of adverse effects on foraging bees following the use of spinosad. This research has clearly demonstrated that spinosad residues that have been allowed to dry for 3 hr are not acutely harmful to honeybees when low-volume and ultralow-volume sprays are used. Further, glasshouse and semifield studies have demonstrated that dried residues are not acutely toxic, and although pollen and nectar from sprayed plants may have transient effects on brood development, the residues do not overtly affect hive viability of either the honeybee or the bumblebee. Field studies in which typical application methods of spinosad were used on a variety of crops have demonstrated that spinosad has low risk to adult honeybees and has little or no effect on hive activity and brood development. The collective evidence from these studies indicates that once spinosad residues have dried on plant foliage, generally 3 hr or less, the risk of spinosad to honeybees is negligible. © Springer-Verlag 2003.",2003,10.1007/0-387-21731-2_2,179,,0,,0.0,,,0.0,,,0.0,,,,0.0,
Spring mortality in honey bees in northeastern Italy: detection of pesticides and viruses in dead honey bees and other matrices,37,JOUR,"['Martinello, M.', 'Baratto, C.', 'Manzinello, C.', 'Piva, E.', 'Borin, A.', 'Toson, M.', 'Granato, A.', 'Boniotti, M.B.', 'Gallina, A.', 'Mutinelli, F.']",Journal of Apicultural Research,"In spring there is often a rise in honey bee mortality incidents. The aim of this study was to investigate the potential correlation, in the reported incidents, between exposure to pesticide treatments and virus infections. Here we summarize the situation in northeastern Italy during spring 2014, evaluated by monitoring 150 active ingredients and three honey bee viruses in dead honey bees and other matrices. At least one active ingredient was found in 72.2% of the 79 dead honey bee samples, with the most abundant (59.4%) being insecticides, mainly belonging to the class of neonicotinoids (41.8%), followed by fungicides (40.6%). Imidacloprid, chlorpyrifos, tau-fluvalinate, and cyprodinil were the most frequently detected active ingredients. Multiple virus infections were monitored, revealing a high prevalence of chronic bee paralysis virus (CBPV) and deformed wing virus (DWV), detected in all samples except one. 71 and 37% of the CBPV- and DWV positive samples, respectively, showed a high number of viral copies per bee (>107). This work emphasizes the possible relationship between spring mortality in honey bees and pesticide treatments. Honey bee viruses could synergistically exacerbate the negative impact of pesticides on honey bee health, endangering the survival of colonies. © 2017 International Bee Research Association.",2017,10.1080/00218839.2017.1304878,56,,0,0.0,,,,0.0,,0.0,0.0,,,0.0,,
Sub-lethal doses of clothianidin inhibit the conditioning and biosensory abilities of the western honeybee apis mellifera,741,JOUR,"['Bartling, M.T.', 'Vilcinskas, A.', 'Lee, K.-Z.']",Insects,"Insects play an important role in the stability of ecosystems by fulfilling key functions such as pollination and nutrient cycling, as well as acting as prey for amphibians, reptiles, birds and mammals. The global decline of insects is therefore a cause for concern, and the role of chemical pesticides must be examined carefully. The lethal effects of insecticides are well understood, but sub-lethal concentrations have not been studied in sufficient detail. We therefore used the western honeybee Apis mellifera as a model to test the effect of the neonicotinoid insecticide clothianidin on the movement, biosensory abilities and odor-dependent conditioning of insects, titrating from lethal to sub-lethal doses. Bees treated with sub-lethal doses showed no significant movement impairment compared to untreated control bees, but their ability to react to an aversive stimulus was inhibited. These results show that clothianidin is not only highly toxic to honeybees, but can, at lower doses, also disrupt the biosensory capabilities of survivors, probably reducing fitness at the individual level. In our study, sub-lethal doses of clothianidin altered the biosensory abilities of the honeybee; possible consequences at the colony level are discussed. © 2019 by the authors.",2019,10.3390/insects10100340,10,,0,0.0,,0.0,,,,,,,,0.0,0.0,
"Sub-lethal effects of imidacloprid on bumblebees, Bombus terrestris (Hymenoptera: Apidae), during a laboratory feeding test",273,JOUR,"['Tasei, JN', 'Lerin, J', 'Ripault, G']",PEST MANAGEMENT SCIENCE,"A laboratory feeding test was conducted on queenless micro-colonies of three bumblebee workers (Bombus terrestris L) to study the effects of low doses of imidacloprid on pollen and syrup consumption, worker survival, brood size and larval development. Two doses were used: D1=10 mu g PLL kg-l in syrup and 6 mu g AI kg(-1) in pollen; D2 was 2.5 times higher in syrup and 2.7 higher in pollen. During 85 days 27, 30 and 29 micro-colonies were reared for control, D1 and D2 treatments respectively. Food consumption was not affected by either dose. During the 5-day pre-oviposition period the mean insecticide intake was 4.8 ng per day per worker in treatment D2. Both doses slightly but significantly affected worker survival rate by 10% during the first month, without any dose-effect relationship. Brood production was significantly reduced in D1 treatment and larval ejection by workers was significantly lower in D1 and D2 than in control. No significant effect of D1 and D2 treatments on the duration of larval development was revealed. No residue could be detected in workers still alive after 85 days. It was concluded that the survival rate and reproductive capacity of B terrestris was not likely to be affected by prolonged ingestion of nectar produced by sunflower after seed-dressing treatment with imidacloprid (Gaucho), since honey or pollen collected by honeybees foraging treated sunflower never revealed concentrations of imidacloprid higher than 10 mu g kg(-1). (C) 2000 Society of Chemical Industry.",2000,10.1002/1526-4998(200009)56:9<784::AID-PS208>3.0.CO;2-T,56,,0,0.0,,,0.0,,,,,,,0.0,0.0,
"Sublethal acetamiprid exposure induces immunity, suppresses pathways linked to juvenile hormone synthesis in queens and affects cycle-related signaling in emerging bees",385,JOUR,"['Erban, T.', 'Markovic, M.', 'Sopko, B.']",Environmental Pollution,"Acetamiprid is the only neonicotinoid registered in the European Union because the risks of neonicotinoids to honey bees and other pollinators are strictly regulated. Herein, we orally exposed honey bee colonies to sublethal concentrations of acetamiprid (20 μg/L) under isolated conditions. After one month of continuous exposure, the emerging bees and queens were collected and analyzed via high-throughput label-free quantitative proteomics using a data-independent acquisition strategy. Six and 34 significantly differentially expressed proteins (DEPs) were identified in the emerging bees and queens, respectively. Mrjp3 was the only DEP found in both sample types/castes, and its opposite regulation illustrated a differential response. The DEPs in the emerging bees (H/ACA RNP, Rap1GAP, Mrjp3, and JHE) suggested that sublethal exposure to acetamiprid affected cell cycle-related signaling, which may affect the life history of workers in the colony. The DEPs with increased levels in queens, such as Mrjps 1–4 and 6–7, hymenoptaecin, and apidaecin 22, indicated an activated immune response. Additionally, the level of farnesyl pyrophosphate synthase (FPPS), which is essential for the mevalonate pathway and juvenile hormone biosynthesis, was significantly decreased in queens. The impaired utilization of juvenile hormone in queens supported the identification of additional DEPs. Furthermore, the proteome changes suggested the existence of increased neonicotinoid detoxification by UDP-glucuronosyltransferase and increased amino acid metabolism. The results suggest that the continuous exposure of bee colonies to acetamiprid at low doses (nanograms per gram in feed) may pose a threat to the colonies. The different exposure routes and durations for the emerging bees and queens in our experiment must be considered, i.e., the emerging bees were exposed as larvae via feeding royal jelly and beebread provided by workers (nurse bees), whereas the queens were fed royal jelly throughout the experiment. The biological consequences of the proteomic changes resulting from sublethal/chronic exposure require future determination. © 2024 Elsevier Ltd",2024,10.1016/j.envpol.2024.123901,349,,0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,
Sublethal doses of insecticide reduce thermal tolerance of a stingless bee and are not avoided in a resource choice test,484,JOUR,"['Farnan, H.', 'Yeeles, P.', 'Lach, L.']",Royal Society Open Science,"Insecticides and climate change are among the multiple stressors that bees face, but little is known about their synergistic effects, especially for non-Apis bee species. In laboratory experiments, we tested whether the stingless bee Tetragonula hockingsi avoids insecticide in sucrose solutions and how T. hockingsi responds to insecticide and heat stress combined. We found that T. hockingsi neither preferred nor avoided sucrose solutions with either low (2.5 × 10 -4 ng μl -1 imidacloprid or 1.0 × 10 -4 ng μl -1 fipronil) or high (2.5 × 10 -3 ng μl -1 imidacloprid or 1.0 × 10 -3 ng μl -1 fipronil) insecticide concentrations when offered alongside sucrose without insecticide. In our combined stress experiment, the smallest dose of imidacloprid (7.5 × 10 -4 ng) did not significantly affect thermal tolerance (CT max). However, CT max significantly reduced by 0.8°C (±0.16 SE) and by 0.5°C (±0.16 SE) when bees were fed as little as 7.5 × 10 -3 ng of imidacloprid or 3.0 × 10 -4 ng of fipronil, respectively, and as much as 1.5°C (±0.16 SE) and 1.2°C (±0.16 SE) when bees were fed 7.5 × 10 -2 ng of imidacloprid or 3.0 × 10 -2 ng of fipronil, respectively. Predictions of temperature increase, and increased insecticide use in the tropics suggest that T. hockingsi will be at increased risk of the effects of both stressors in the future. © 2023 The Authors.",2023,10.1098/rsos.230949,10,,0,0.0,,0.0,,0.0,,,,,,0.0,0.0,
Sublethal effects of crop protection on honey bee pollination: foraging behaviour and flower visits.,1007,JOUR,"['Gobin, B.', 'Heylen, K.', 'Billen, J.', 'Arckens, L.', 'Huybrechts, R.']",Communications in agricultural and applied biological sciences,"Crop protection strategies essential for pest and disease control can pose risk to pollinators. Fruits cannot be grown commercially without the use of crop protection agents, either from organic or chemical origin. The use of products with toxic effects is banned during flowering, and precise pre-flowering intervals have to be respected in Good Agricultural Practice. Bee pollination is essential for fruit crops to guarantee maximal fruit quality (shape and size) and quantity (yield weight). Fruit growers in Belgium depend mostly on non-commercial beekeepers to provide sufficient colonies for adequate pollination. Under optimal circumstances, beekeepers and fruit growers have mutual benefits from this cooperation as both honey and fruit yield increase. In those European countries with a monitoring scheme, acute bee poisoning incidents have decreased considerably and hardly cause problems at present. In recent years, some concerns arose around sublethal effects (i.e., behavioural changes) of chemical crop protection on bees, especially with regard to increased winter mortality. Even though short-term effects can indeed be induced in individually exposed bees, studies that exposed complete colonies did not reveal any long-term consequences at colony level. However, from the fruit growers' viewpoint, potential short-term effects on foraging behaviour are relevant as they can bear on pollination efficacy.",2008,,73,0.0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,
Sublethal neonicotinoid exposure attenuates the effects of electromagnetic fields on honey bee flight and learning,170,JOUR,"['Shepherd, S.', 'Lima, M.A.P.', 'Oliveira, E.E.', 'Sharkh, S.M.', 'Aonuma, H.', 'Jackson, C.W.', 'Newland, P.L.']",Environmental Advances,"Many environmental stressors are currently implicated in the decline of flying insects in general, and important pollinator species such as the honey bee. Recent studies have shown that extremely low frequency electromagnetic fields (ELF EMFs) affect many aspects of insect behaviour and cognition which raises the potential that ELF EMFs could interact with other environmental stressors such as neonicotinoid insecticides to have even greater impact on the decline of flying insects. Here we analysed the effects of individual and combined exposure of the honey bee to 50 Hz EMFs and sublethal exposure to clothianidin, in a tethered flight assay and an olfactory appetitive learning assay. Clothianidin was significantly toxic to bees and exposure to field-realistic levels (2.00 ng/bee) led to 25% mortality. Exposure to ELF EMFs alone led to a significant increase in wingbeat frequency at levels above 100 µT. Prior exposure to clothianidin attenuated the effects of EMFs on wingbeat frequency. Exposure to EMFs alone reduced learning of a proboscis extension reflex (PER). Prior exposure to low doses of clothianidin attenuated the effects of EMFs on PER. These results indicate no evidence of synergy between clothianidin and ELF EMFs as environmental stressors but suggest the potential for EMFs to affect the same susceptible fraction of the bee population that have been affected by clothianidin. Results lay the foundation to further explore the interactions of ELF EMFs with other environmental stressors and consider the key factors that may make bees susceptible to ELF EMFs. © 2021",2021,10.1016/j.envadv.2021.100051,4,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
Sublethal pesticide exposure induces larval removal behavior in honeybees through chemical cues,320,JOUR,"['Schuehly, W', 'Riessberger-Gallé, U', 'López, JH']",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"We were intrigued by reported observations of reduced brood production and a high number of empty brood cells in bee colonies exposed to sublethal pesticide doses, which could suggest an active removal of larvae. Higher numbers of oenocytes, insect cells responsible for lipid processing and detoxification, were also found in pesticide-exposed larvae. Oenocytes are involved in hydrocarbon metabolism and chemical communication, and we hypothesized that these larvae could display altered cuticular hydrocarbon (CHC) profiles when exposed to pesticides as compared to control larvae. In addition, we proposed that these chemical cues could trigger specific behavioral responses in colony nurses. To test these hypotheses, we analyzed the CHC profiles of artificially reared larvae that had been fed sublethal doses of either dimethoate or clothianidin or fed on lipopolysaccharide (LPS) using gas chromatography-mass spectrometry. We found significant differences in the CHC profiles of these differently treated larvae. In a subsequent behavioral experiment, we transferred clothianidin-treated or LPS-treated larvae into the brood combs of surrogate colonies. Larvae that had been fed either the pesticide or LPS were removed at a significantly higher rate than control larvae. Our results demonstrate that larvae exposed to clothianidin possess altered CHC profiles, are detected in the colony by nurse bees via chemical cues and are actively removed.",2021,10.1016/j.ecoenv.2021.113020,228,,0,,0.0,0.0,,,,0.0,0.0,,,,0.0,
Sugar content of diet does not buffer against chronic oral imidacloprid exposure in the alfalfa leafcutting bee (Hymenoptera: Megachilidae),703,JOUR,"['Cecala, J.M.', 'Baronia, D.A.', 'Wilson Rankin, E.E.']",Journal of Economic Entomology,"Bees are economically critical pollinators, but are declining broadly due to several stressors, including nontarget exposure to insecticides and deficiencies in nutrition. Understanding the simultaneous impact of stressors, particularly interactions between them, is critical to effectively conserving bees. Although behavioral effects of pesticides like neonicotinoids have received some attention in solitary bees, our understanding of how they are modulated by diet quality is limited. Furthermore, scarce data exist on what concentrations of orally ingested neonicotinoids elicit mortality in solitary bees. In a controlled exposure laboratory experiment, we investigated how diet quality, as sugar concentration, and chronic oral exposure to imidacloprid affect adult alfalfa leafcutting bees, Megachile rotundata (Fabricius). We provided individuals ad libitum with either 20 or 50% (m/m) sucrose syrups containing either 0, 30, or 300 ppb imidacloprid (measuring 0, 27, and 209 ppb via an ELISA assay). Over 5 wk, we tracked behavior and survivorship of individuals. Imidacloprid decreased survivorship in a dose-dependent fashion, but sucrose content did not affect survivorship, even in bees not fed imidacloprid. In the high imidacloprid treatment, 45% of bees were observed in a motionless supine position while still alive, with this effect appearing to be buffered against by the higher sucrose diet. Our results suggest that diets higher in sugar concentration may prevent an intermediate stage of poisoning, but do not ultimately extend longevity. In devising risk assessments for bees, it is important to consider that interactions between stressors may occur in the stages leading up to death even if survivorship is unaffected. © 2020 The Author(s) 2020. Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",2020,10.1093/jee/toaa194,113,,0,0.0,,,,0.0,,,,,,0.0,0.0,
Supplemental carbohydrates influence abiotic stress resistance in honey bees,808,JOUR,"['Mogren, C.L.', 'Margotta, J.', 'Danka, R.G.', 'Healy, K.']",Journal of Apicultural Research,"During periods of pollen and nectar dearth, beekeepers may provide supplemental foods in the form of sucrose (SS), high-fructose corn syrup (HFCS), or artificial pollen. However, these lack micronutrients present in nectar and honey, and thus may nutritionally stress colonies. Given the many stressors faced by honey bees in the environment, we evaluated how honey bees fed supplemental carbohydrates responded in combination with heat (45 °C), cold (4 °C), or imidacloprid (0.48 ng/ml) exposure. Bees were fed either honey, SS, HFCS, or HFCS + pollen and then exposed to abiotic stress treatments in the lab. Hive bee mortality was not affected by heat or cold stress, but mortality was greater for bees fed SS in imidacloprid treatments. Levels of stress proteins (superoxide dismutase (SOD), heat shock protein (HSP70), and potentially esterase) were quantified to determine sublethal stress. SOD levels were reduced in SS and HFCS treatments, indicating these diets impaired a response to oxidative stress, particularly at 45 °C. HSP70 levels were higher in the imidacloprid treatment, with no differences between control and temperature treatments. Diet interacted significantly with stress treatment with generally negative responses to HFCS. There was no effect of diet on esterase levels, though activity was much lower at 4 °C. In semifield trials, colonies with newly emerged bees fed SS experienced higher rates of worker mortality. In cage and field trials, bees consumed significantly more honey and HFCS + P than SS and HFCS. Together, these results suggest that supplemental carbohydrates contribute to sublethal stress, and natural food sources are preferred. © 2018, © 2018 International Bee Research Association.",2018,10.1080/00218839.2018.1494912,57,,0,0.0,,0.0,,,,,0.0,,,0.0,,
THE IMPACT OF HONEYBEE GUT BACTERIA ON THE SURVIVAL OF HONEYBEES EXPOSED TO INSECTICIDES,424,JOUR,"['Al-Humayd, A.A.', 'Alghamdi, K.M.', 'Mahyoub, J.A.', 'Al-Maaqar, S.M.', 'Alshammari, F.A.', 'Hussain, M.B.', 'AL-Farga, A.', 'Howladar, S.M.', 'Rebezov, M.', 'Okhramenko, S.', 'Moiseev, V.', 'Kian, S.', 'Shariati, M.A.']","Journal of Microbiology, Biotechnology and Food Sciences","The widespread use of insecticides poses a significant threat to the health and sustainability of honeybees (Apis mellifera). This study aimed to isolate, identify, and investigate the potential of honeybee gut bacterial strains in mitigating the detrimental effects of insecticides on honeybees and extending their lifespan. The efficacy of seven honeybee gut bacterial strains in reducing insecticide toxicity was evaluated. Through the identification of honeybee gut bacterial isolates using 16s rRNA, seven strains were identified, namely Priestia endophytica, Bacillus subtilis, Bacillus pumilus, Peribacillus frigoritolerans, B. subtilis, Bacillus pumilus, and Bacillus tequilensis. The experimental results revealed that bees treated with these gut bacteria significantly reduced oxidative stress markers and detoxification enzyme levels compared to untreated bees. Moreover, the treated bees demonstrated enhanced immune responses. The bees treated with deltamethrin + intestinal bacteria showed an increase in bees’ lifespan to 6.33 days compared to a lifespan of 4 days with deltamethrin only. Similarly, bees treated with acetamiprid intestinal bacteria had further extended to 10.33 days compared to a lifespan of 7.67 days with acetamiprid. These findings suggest that using honeybee gut bacterial strains may serve as a sustainable strategy to mitigate the harmful impacts of insecticides on honeybees, thereby promoting their overall health and contributing to the preservation of pollination services and apiculture. Further research is warranted to elucidate the underlying mechanisms and optimize the application of these natural products in honeybee management practices. © (2024), (Slovak University of Agriculture). All rights reserved.",2024,10.55251/jmbfs.11870,14,,0,,0.0,,,0.0,,,0.0,,,,,
TOXICITY OF INSECTICIDES ON INDIAN HONEY BEE APIS CERANA INDICA F. AND STINGLESS BEE TETRAGONULA IRIDIPENNIS S. IN CASHEW,143,JOUR,"['Deepika, N.', 'Suresh, K.', 'Usharani, B.', 'Rajamanickam, C.', 'Shanthi, M.']",Indian Journal of Entomology,"and thus highly toxic at 24 hours after treatment (HAT). Imidacloprid led to >70% mortality with both the bee species at 24 HAT, while it varied from 40 to 60% the bees with thiamethoxam, carbosulfan and lambda cyhalothrin at 24 HAT.; The contact toxicity of insecticides used in the cashew ecosystem viz., thiamethoxam, carbosulfan, buprofezin, lambdacyhalothrin, imidacloprid, chlorpyriphos and profenophos were evaluated against Indian bee Apis cerana indica F., and stingless bee Tetragonula iridipennis S. under laboratory conditions. It was observed that buprofezin caused the least mortality of 21.48 and 19.91% with A. cerana indica and T. iridipennis, respectively; chlorpyriphos led to maximum mortality of 100% to with both the bees, © 2019, The Entomological Society of India. All rights reserved.",2022,10.55446/IJE.2021.149,84,,0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
Temporal dynamics of whole body residues of the neonicotinoid insecticide imidacloprid in live or dead honeybees,93,JOUR,"['Schott, M', 'Bischoff, G', 'Eichner, G', 'Vilcinskas, A', 'Büchler, R', 'Meixner, MD', 'Brandt, A']",SCIENTIFIC REPORTS,"In cases of acute intoxication, honeybees often lay in front of their hives for several days, exposed to sunlight and weather, before a beekeeper can take a sample. Beekeepers send samples to analytical laboratories, but sometimes no residues can be detected. Temperature and sun light could influence the decrease of pesticides in bee samples and thereby residues left for analysis. Moreover, samples are usually sent via normal postal services without cooling. We investigated the temporal dynamics of whole-body residues of imidacloprid in live or dead honeybees following a single-meal dietary exposure of 41 ng/bee under various environmental conditions, such as freezing, exposure to UV light or transfer of individuals through the mail system. Immobile, ""dead"" looking honeybees recovered from paralysis after 48 hours. The decrease of residues in living but paralysed bees was stopped by freezing (= killing). UV light significantly reduced residues, but the mode of transport did not affect residue levels. Group feeding increased the variance of residues, which is relevant for acute oral toxicity tests. In conclusion, elapsed time after poisoning is key for detection of neonicotinoids. Freezing before mailing significantly reduced the decrease of imidacloprid residues and may increase the accuracy of laboratory analysis for pesticides.",2017,10.1038/s41598-017-06259-z,7,,0,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,
The Effect of Application Rate of GF-120 (Spinosad) and Malathion on the Mortality of Apis mellifera (Hymenoptera: Apidae) Foragers,171,JOUR,"['Cabrera-Marín, NV', 'Liedo, P', 'Sánchez, D']",JOURNAL OF ECONOMIC ENTOMOLOGY,"Beneficial organisms like the honey bee, Apis mellifera L. (Hymenoptera: Apidae), are heavily affected by pest control practices that incorporate insecticides. Safer alternatives as the spinosad-based formulation GF-120 have been developed to overcome this issue. Though both the low concentration of spinosad and the ultra-low-volume application rate of GF-120 are supposed to have a low acute toxicity in honey bee foragers, to our knowledge such claims have not been explicitly proven. We thus carried out a series of experiments to assess the effect of GF-120, malathion, and Spintor (spinosad) on honey bee foragers when applied at two concentrations (80 and 1,500 ppm) and two application rates (low density rate [LDR]-80 drops of 5 mm diameter per square meter; high density rate [HDR]-thousands of 200 -A mu m-diameter droplets per square meter). Interestingly, the three pesticides caused low mortality on foragers when applied at LDR-80, LDR-1,500, or HDR-80. However, HDR-1,500 caused a very high mortality. Based upon these results, we developed a computer program to estimate the average number of foragers that are exposed at LDR and HDR. We found that more foragers receive a lethal dose when exposed at HDR than at the other rates. Our results support the hypothesis that the impact of GF-120 and malathion upon honey bees is minimal when applied at LDR and that computer simulation can help greatly in understanding the effects of pesticides upon nontarget species.",2016,10.1093/jee/tov385,109,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
The Response of the Honey Bee Gut Microbiota to Nosema ceranae Is Modulated by the Probiotic Pediococcus acidilactici and the Neonicotinoid Thiamethoxam,418,JOUR,"['Sbaghdi, T.', 'Garneau, J.R.', 'Yersin, S.', 'Chaucheyras-Durand, F.', 'Bocquet, M.', 'Moné, A.', 'El Alaoui, H.', 'Bulet, P.', 'Blot, N.', 'Delbac, F.']",Microorganisms,"The honey bee Apis mellifera is exposed to a variety of biotic and abiotic stressors, such as the highly prevalent microsporidian parasite Nosema (Vairimorpha) ceranae and neonicotinoid insecticides. Both can affect honey bee physiology and microbial gut communities, eventually reducing its lifespan. They can also have a combined effect on the insect’s survival. The use of bacterial probiotics has been proposed to improve honey bee health, but their beneficial effect remains an open question. In the present study, western honey bees were experimentally infected with N. ceranae spores, chronically exposed to the neonicotinoid thiamethoxam, and/or supplied daily with the homofermentative bacterium Pediococcus acidilactici MA18/5M thought to improve the honey bees’ tolerance to the parasite. Deep shotgun metagenomic sequencing allowed the response of the gut microbiota to be investigated with a taxonomic resolution at the species level. All treatments induced significant changes in honey bee gut bacterial communities. Nosema ceranae infection increased the abundance of Proteus mirabilis, Frischella perrara, and Gilliamella apicola and reduced the abundance of Bifidobacterium asteroides, Fructobacillus fructosus, and Lactobacillus spp. Supplementation with P. acidilactici overturned some of these alterations, bringing back the abundance of some altered species close to the relative abundance found in the controls. Surprisingly, the exposure to thiamethoxam also restored the relative abundance of some species modulated by N. ceranae. This study shows that stressors and probiotics may have an antagonistic impact on honey bee gut bacterial communities and that P. acidilactici may have a protective effect against the dysbiosis induced by an infection with N. ceranae. © 2024 by the authors.",2024,10.3390/microorganisms12010192,12,,0,,0.0,,0.0,0.0,,,0.0,0.0,,,,
The combined effects of varroa destructor parasitism and exposure to neonicotinoids affects honey bee (Apis mellifera l.) memory and gene expression,683,JOUR,"['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",Biology,"Honey bees (Apis mellifera L.) are exposed biotic and abiotic stressors but little is known about their combined effect and impact on neural processes such as learning and memory, which could affect behaviours that are important for individual and colony survival. This study measured memory with the proboscis extension response (PER) assay as well as the expression of neural genes in bees chronically exposed to three different sublethal doses of the insecticide clothianidin and/or the parasitic mite Varroa destructor. The proportion of bees that positively responded to PER at 24 and 48 h post-training (hpt) was significantly reduced when exposed to clothianidin. V. destructor parasitism reduced the proportion of bees that responded to PER at 48 hpt. Combined effects between the lowest clothianidin dose and V. destructor for the proportion of bees that responded to PER were found at 24 hpt. Clothianidin, V. destructor and their combination differentially affected the expression of the neural-related genes, AmNrx-1 (neurexin), AmNlg-1 (neuroligin), and AmAChE-2 (acetylcholinesterase). Different doses of clothianidin down-regulated or up-regulated the genes, whereas V. destructor tended to have a down-regulatory effect. It appears that clothianidin and V. destructor affected neural processes in honey bees through different mechanisms. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,10.3390/biology9090237,9,,0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,
The direct and indirect effects of environmental toxicants on the health of bumblebees and their microbiomes,125,JOUR,"['Rothman, JA', 'Russell, KA', 'Leger, L', 'McFrederick, QS', 'Graystock, P']",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Bumblebees (Bombus spp.) are important and widespread insect pollinators, but the act of foraging on flowers can expose them to harmful pesticides and chemicals such as oxidizers and heavy metals. How these compounds directly influence bee survival and indirectly affect bee health via the gut microbiome is largely unknown. As toxicants in floral nectar and pollen take many forms, we explored the genomes of bee-associated microbes for their potential to detoxify cadmium, copper, selenate, the neonicotinoid pesticide imidacloprid, and hydrogen peroxide-which have all been identified in floral nectar and pollen. We then exposed Bombus impatiens workers to varying concentrations of these chemicals via their diet and assayed direct effects on bee survival. Using field-realistic doses, we further explored the indirect effects on bee microbiomes. We found multiple putative genes in core gut microbes that may aid in detoxifying harmful chemicals. We also found that while the chemicals are largely toxic at levels within and above field-realistic concentrations, the field-realistic concentrations-except for imidacloprid-altered the composition of the bee microbiome, potentially causing gut dysbiosis. Overall, our study shows that chemicals found in floral nectar and pollen can cause bee mortality, and likely have indirect, deleterious effects on bee health via their influence on the bee microbiome.",2020,10.1098/rspb.2020.0980,287,,0,0.0,,,,0.0,,,,,,0.0,,
The effect of dietary neonicotinoid pesticides on non-flight thermogenesis in worker bumble bees (Bombus terrestris),845,JOUR,"['Potts, R.', 'Clarke, R.M.', 'Oldfield, S.E.', 'Wood, L.K.', 'Hempel de Ibarra, N.', 'Cresswell, J.E.']",Journal of Insect Physiology,"For bumble bees (genus Bombus), the capacity for non-flight thermogenesis is essential for two fundamental processes undertaken by adult workers, namely recovery from torpor after chilling and brood incubation. Farmland bees can be widely exposed to dietary residues of neurotoxic neonicotinoid insecticides that appear in the nectar and pollen of treated bee-attractive crops, which may harm them. An earlier study shows that dietary neonicotinoids cause complex alterations to thermoregulation in honey bees, but their effect on the thermogenic capabilities of individual bumble bees has been untested previously. We therefore conducted laboratory trials involving separate dietary exposures of bumble bees to two neonicotinoids, imidacloprid and thiamethoxam, and we measured their effects on the thoracic temperatures of bees during recovery from chilling. Specifically, we used thermal imaging to measure the rates of rewarming by individual bees after chill-induced torpor and to quantify their equilibrated thoracic temperatures post-recovery. We found that both toxicants caused dose-dependent decreases in the rates of rewarming and in the equilibrated thoracic temperatures. As previously found in honey bees, the dose–response relationship for imidacloprid exhibited a biphasic hormesis with low-dose stimulation and high-dose inhibition, for which we propose a mechanism. Our present study is among the first to detect ecologically relevant effects on bees in neonicotinoid exposures involving dietary concentrations below 5 ppb. If the effects on thoracic temperatures that we observed over a short period were sustained, they could have ecologically significant impacts on farmland bumble bees. © 2017 Elsevier Ltd",2018,10.1016/j.jinsphys.2017.11.006,104,,0,0.0,,0.0,,0.0,,,,,,0.0,0.0,
